Au"status"	"family"	"pval"	"qval"	"id"	"symbol"	"gene_short_name"	"num_cells_expressed"	"use_for_ordering"	"gene_id"
"ENSMUSG00000030647"	"OK"	"negbinomial.size"	5.26380670887138e-140	4.47998849675802e-138	"ENSMUSG00000030647"	"Ndufc2"	"Ndufc2"	27513	TRUE	"ENSMUSG00000030647"
"ENSMUSG00000035227"	"OK"	"negbinomial.size"	1.57871186348643e-63	4.95734622455669e-62	"ENSMUSG00000035227"	"Spcs2"	"Spcs2"	25797	FALSE	"ENSMUSG00000035227"
"ENSMUSG00000030704"	"OK"	"negbinomial.size"	2.33156714111086e-62	7.13441222451898e-61	"ENSMUSG00000030704"	"Rab6a"	"Rab6a"	26836	TRUE	"ENSMUSG00000030704"
"ENSMUSG00000032737"	"OK"	"negbinomial.size"	4.86224347418178e-35	8.28549694861939e-34	"ENSMUSG00000032737"	"Inppl1"	"Inppl1"	5459	FALSE	"ENSMUSG00000032737"
"ENSMUSG00000094685"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000094685"	"Gm5900"	"Gm5900"	2489	TRUE	"ENSMUSG00000094685"
"ENSMUSG00000089847"	"OK"	"negbinomial.size"	8.91380004811586e-117	5.68985392415592e-115	"ENSMUSG00000089847"	"Timm10b"	"Timm10b"	25976	FALSE	"ENSMUSG00000089847"
"ENSMUSG00000031029"	"OK"	"negbinomial.size"	8.53136915215138e-38	1.5875277723388e-36	"ENSMUSG00000031029"	"Eif3f"	"Eif3f"	27371	FALSE	"ENSMUSG00000031029"
"ENSMUSG00000046364"	"OK"	"negbinomial.size"	4.35605640252817e-60	1.28010525413917e-58	"ENSMUSG00000046364"	"Rpl27a"	"Rpl27a"	27577	FALSE	"ENSMUSG00000046364"
"ENSMUSG00000031021"	"OK"	"negbinomial.size"	5.31735787272898e-37	9.65242993796666e-36	"ENSMUSG00000031021"	"Tmem9b"	"Tmem9b"	20591	FALSE	"ENSMUSG00000031021"
"ENSMUSG00000005610"	"OK"	"negbinomial.size"	6.97682795966167e-61	2.08568321442861e-59	"ENSMUSG00000005610"	"Eif4g2"	"Eif4g2"	27278	FALSE	"ENSMUSG00000005610"
"ENSMUSG00000055320"	"OK"	"negbinomial.size"	4.50669338566073e-45	9.76241300162251e-44	"ENSMUSG00000055320"	"Tead1"	"Tead1"	12913	FALSE	"ENSMUSG00000055320"
"ENSMUSG00000030663"	"OK"	"negbinomial.size"	1.85092393636631e-180	2.21754925453117e-178	"ENSMUSG00000030663"	"1110004F10Rik"	"1110004F10Rik"	26491	FALSE	"ENSMUSG00000030663"
"ENSMUSG00000090862"	"OK"	"negbinomial.size"	2.34014949236467e-42	4.74581098223694e-41	"ENSMUSG00000090862"	"Rps13"	"Rps13"	27574	FALSE	"ENSMUSG00000090862"
"ENSMUSG00000008683"	"OK"	"negbinomial.size"	1.00548494930018e-113	6.18989252385385e-112	"ENSMUSG00000008683"	"Rps15a"	"Rps15a"	27572	FALSE	"ENSMUSG00000008683"
"ENSMUSG00000030654"	"OK"	"negbinomial.size"	1.64607136265238e-244	2.84861794147899e-242	"ENSMUSG00000030654"	"Arl6ip1"	"Arl6ip1"	25760	TRUE	"ENSMUSG00000030654"
"ENSMUSG00000030884"	"OK"	"negbinomial.size"	1.99293723191769e-86	8.99710069191825e-85	"ENSMUSG00000030884"	"Uqcrc2"	"Uqcrc2"	25606	FALSE	"ENSMUSG00000030884"
"ENSMUSG00000052707"	"OK"	"negbinomial.size"	1.31593684099534e-169	1.44336030271144e-167	"ENSMUSG00000052707"	"Tnrc6a"	"Tnrc6a"	21086	FALSE	"ENSMUSG00000052707"
"ENSMUSG00000047721"	"OK"	"negbinomial.size"	6.31573873293732e-53	1.66161538455234e-51	"ENSMUSG00000047721"	"Bola2"	"Bola2"	26763	FALSE	"ENSMUSG00000047721"
"ENSMUSG00000042462"	"OK"	"negbinomial.size"	4.90540848622216e-42	9.8710254745362e-41	"ENSMUSG00000042462"	"Dctpp1"	"Dctpp1"	24047	TRUE	"ENSMUSG00000042462"
"ENSMUSG00000096145"	"OK"	"negbinomial.size"	7.64652618908052e-40	1.48682453676566e-38	"ENSMUSG00000096145"	"Vkorc1"	"Vkorc1"	13075	FALSE	"ENSMUSG00000096145"
"ENSMUSG00000070366"	"OK"	"negbinomial.size"	7.51357375510286e-64	2.37853478121397e-62	"ENSMUSG00000070366"	"Plpp4"	"Plpp4"	6539	TRUE	"ENSMUSG00000070366"
"ENSMUSG00000041836"	"OK"	"negbinomial.size"	1.60635659397992e-85	7.10767157705604e-84	"ENSMUSG00000041836"	"Ptpre"	"Ptpre"	2107	TRUE	"ENSMUSG00000041836"
"ENSMUSG00000031004"	"OK"	"negbinomial.size"	2.60661190898107e-41	5.17171725890193e-40	"ENSMUSG00000031004"	"Mki67"	"Mki67"	9818	TRUE	"ENSMUSG00000031004"
"ENSMUSG00000031068"	"OK"	"negbinomial.size"	2.7137171331865e-86	1.21804450574582e-84	"ENSMUSG00000031068"	"Glrx3"	"Glrx3"	26997	FALSE	"ENSMUSG00000031068"
"ENSMUSG00000025487"	"OK"	"negbinomial.size"	1.40955449691119e-70	5.11743852899574e-69	"ENSMUSG00000025487"	"Psmd13"	"Psmd13"	23665	FALSE	"ENSMUSG00000025487"
"ENSMUSG00000025503"	"OK"	"negbinomial.size"	1.09170111257717e-112	6.69419087731868e-111	"ENSMUSG00000025503"	"Taldo1"	"Taldo1"	25390	FALSE	"ENSMUSG00000025503"
"ENSMUSG00000060240"	"OK"	"negbinomial.size"	6.15823986595367e-95	3.10403190654461e-93	"ENSMUSG00000060240"	"Cend1"	"Cend1"	5044	TRUE	"ENSMUSG00000060240"
"ENSMUSG00000038489"	"OK"	"negbinomial.size"	1.70386810388558e-79	7.09565393529891e-78	"ENSMUSG00000038489"	"Polr2l"	"Polr2l"	13548	TRUE	"ENSMUSG00000038489"
"ENSMUSG00000002957"	"OK"	"negbinomial.size"	3.84056769363226e-119	2.54539752460946e-117	"ENSMUSG00000002957"	"Ap2a2"	"Ap2a2"	17494	FALSE	"ENSMUSG00000002957"
"ENSMUSG00000007891"	"OK"	"negbinomial.size"	4.86182845971495e-296	1.06652082056423e-293	"ENSMUSG00000007891"	"Ctsd"	"Ctsd"	23774	TRUE	"ENSMUSG00000007891"
"ENSMUSG00000037706"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000037706"	"Cd81"	"Cd81"	27384	TRUE	"ENSMUSG00000037706"
"ENSMUSG00000037664"	"OK"	"negbinomial.size"	2.33751105405215e-71	8.56629050984994e-70	"ENSMUSG00000037664"	"Cdkn1c"	"Cdkn1c"	3764	TRUE	"ENSMUSG00000037664"
"ENSMUSG00000040653"	"OK"	"negbinomial.size"	1.34029514280234e-48	3.18703768689258e-47	"ENSMUSG00000040653"	"Ppp1r14c"	"Ppp1r14c"	13743	TRUE	"ENSMUSG00000040653"
"ENSMUSG00000019868"	"OK"	"negbinomial.size"	3.79554061604415e-36	6.67972260959183e-35	"ENSMUSG00000019868"	"Vta1"	"Vta1"	20294	FALSE	"ENSMUSG00000019868"
"ENSMUSG00000019986"	"OK"	"negbinomial.size"	1.97956279535433e-83	8.56435848267879e-82	"ENSMUSG00000019986"	"Ahi1"	"Ahi1"	13153	TRUE	"ENSMUSG00000019986"
"ENSMUSG00000097327"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000097327"	"E030030I06Rik"	"E030030I06Rik"	2708	TRUE	"ENSMUSG00000097327"
"ENSMUSG00000053219"	"OK"	"negbinomial.size"	5.19245459615421e-48	1.20705194530003e-46	"ENSMUSG00000053219"	"Raet1e"	"Raet1e"	1588	FALSE	"ENSMUSG00000053219"
"ENSMUSG00000061983"	"OK"	"negbinomial.size"	2.61796796961184e-212	3.92065876218311e-210	"ENSMUSG00000061983"	"Rps12"	"Rps12"	27562	FALSE	"ENSMUSG00000061983"
"ENSMUSG00000019978"	"OK"	"negbinomial.size"	5.55004034600109e-54	1.48781202046415e-52	"ENSMUSG00000019978"	"Epb41l2"	"Epb41l2"	9512	TRUE	"ENSMUSG00000019978"
"ENSMUSG00000019841"	"OK"	"negbinomial.size"	2.19907971249377e-40	4.30284755302644e-39	"ENSMUSG00000019841"	"Rev3l"	"Rev3l"	15058	TRUE	"ENSMUSG00000019841"
"ENSMUSG00000019877"	"OK"	"negbinomial.size"	3.54183157288327e-70	1.27106052413956e-68	"ENSMUSG00000019877"	"Serinc1"	"Serinc1"	20896	FALSE	"ENSMUSG00000019877"
"ENSMUSG00000019874"	"OK"	"negbinomial.size"	1.1621794521997e-268	2.32063397025773e-266	"ENSMUSG00000019874"	"Fabp7"	"Fabp7"	27572	TRUE	"ENSMUSG00000019874"
"ENSMUSG00000004207"	"OK"	"negbinomial.size"	2.51353805733727e-138	2.09349493278224e-136	"ENSMUSG00000004207"	"Psap"	"Psap"	25663	TRUE	"ENSMUSG00000004207"
"ENSMUSG00000020075"	"OK"	"negbinomial.size"	6.20002280834413e-251	1.10994661195356e-248	"ENSMUSG00000020075"	"Ddx21"	"Ddx21"	22603	TRUE	"ENSMUSG00000020075"
"ENSMUSG00000042846"	"OK"	"negbinomial.size"	1.92549150615357e-38	3.65725978150511e-37	"ENSMUSG00000042846"	"Lrrtm3"	"Lrrtm3"	6719	TRUE	"ENSMUSG00000042846"
"ENSMUSG00000037855"	"OK"	"negbinomial.size"	5.36064399145524e-56	1.48827148247621e-54	"ENSMUSG00000037855"	"Zfp365"	"Zfp365"	11786	FALSE	"ENSMUSG00000037855"
"ENSMUSG00000069601"	"OK"	"negbinomial.size"	5.98694881103771e-59	1.72359940354736e-57	"ENSMUSG00000069601"	"Ank3"	"Ank3"	5622	TRUE	"ENSMUSG00000069601"
"ENSMUSG00000033307"	"OK"	"negbinomial.size"	9.28801875494001e-127	6.8236269862354e-125	"ENSMUSG00000033307"	"Mif"	"Mif"	27455	TRUE	"ENSMUSG00000033307"
"ENSMUSG00000000902"	"OK"	"negbinomial.size"	1.80655382111175e-44	3.83338906863971e-43	"ENSMUSG00000000902"	"Smarcb1"	"Smarcb1"	22824	FALSE	"ENSMUSG00000000902"
"ENSMUSG00000033208"	"OK"	"negbinomial.size"	1.32048438463006e-79	5.5138188446684e-78	"ENSMUSG00000033208"	"S100b"	"S100b"	4517	TRUE	"ENSMUSG00000033208"
"ENSMUSG00000061032"	"OK"	"negbinomial.size"	1.33204561403628e-35	2.3051789376239e-34	"ENSMUSG00000061032"	"Rrp1"	"Rrp1"	25483	FALSE	"ENSMUSG00000061032"
"ENSMUSG00000023175"	"OK"	"negbinomial.size"	3.42284499929564e-162	3.46174096519672e-160	"ENSMUSG00000023175"	"Bsg"	"Bsg"	26801	TRUE	"ENSMUSG00000023175"
"ENSMUSG00000006498"	"OK"	"negbinomial.size"	1.26308813545437e-40	2.48705407202298e-39	"ENSMUSG00000006498"	"Ptbp1"	"Ptbp1"	14042	FALSE	"ENSMUSG00000006498"
"ENSMUSG00000004665"	"OK"	"negbinomial.size"	5.27755921839244e-35	8.98338631983194e-34	"ENSMUSG00000004665"	"Cnn2"	"Cnn2"	6545	TRUE	"ENSMUSG00000004665"
"ENSMUSG00000020167"	"OK"	"negbinomial.size"	4.16575578816766e-39	8.00020300871902e-38	"ENSMUSG00000020167"	"Tcf3"	"Tcf3"	16899	FALSE	"ENSMUSG00000020167"
"ENSMUSG00000035242"	"OK"	"negbinomial.size"	5.43261288220456e-80	2.2745415494714e-78	"ENSMUSG00000035242"	"Oaz1"	"Oaz1"	27563	FALSE	"ENSMUSG00000035242"
"ENSMUSG00000035215"	"OK"	"negbinomial.size"	7.56945507306171e-208	1.09161354410126e-205	"ENSMUSG00000035215"	"Lsm7"	"Lsm7"	14895	FALSE	"ENSMUSG00000035215"
"ENSMUSG00000034958"	"OK"	"negbinomial.size"	1.39949036012399e-44	2.98589895327824e-43	"ENSMUSG00000034958"	"Atcay"	"Atcay"	2599	TRUE	"ENSMUSG00000034958"
"ENSMUSG00000001783"	"OK"	"negbinomial.size"	2.30030425877566e-36	4.07590885442899e-35	"ENSMUSG00000001783"	"Rtcb"	"Rtcb"	20876	FALSE	"ENSMUSG00000001783"
"ENSMUSG00000020048"	"OK"	"negbinomial.size"	4.01889102595053e-88	1.84643739614099e-86	"ENSMUSG00000020048"	"Hsp90b1"	"Hsp90b1"	26329	TRUE	"ENSMUSG00000020048"
"ENSMUSG00000061904"	"OK"	"negbinomial.size"	2.21797403814558e-58	6.36186844274722e-57	"ENSMUSG00000061904"	"Slc25a3"	"Slc25a3"	27437	FALSE	"ENSMUSG00000061904"
"ENSMUSG00000020022"	"OK"	"negbinomial.size"	1.29595806438726e-93	6.38751482684544e-92	"ENSMUSG00000020022"	"Ndufa12"	"Ndufa12"	27402	FALSE	"ENSMUSG00000020022"
"ENSMUSG00000020029"	"OK"	"negbinomial.size"	1.88704341132414e-45	4.10484652672815e-44	"ENSMUSG00000020029"	"Nudt4"	"Nudt4"	22655	TRUE	"ENSMUSG00000020029"
"ENSMUSG00000019960"	"OK"	"negbinomial.size"	1.27364605212962e-55	3.51098004635732e-54	"ENSMUSG00000019960"	"Dusp6"	"Dusp6"	18494	TRUE	"ENSMUSG00000019960"
"ENSMUSG00000058799"	"OK"	"negbinomial.size"	1.90426603161977e-111	1.14957145125883e-109	"ENSMUSG00000058799"	"Nap1l1"	"Nap1l1"	27115	FALSE	"ENSMUSG00000058799"
"ENSMUSG00000020225"	"OK"	"negbinomial.size"	1.19729931148416e-125	8.6734589657515e-124	"ENSMUSG00000020225"	"Tmbim4"	"Tmbim4"	21908	FALSE	"ENSMUSG00000020225"
"ENSMUSG00000040462"	"OK"	"negbinomial.size"	3.81623327766916e-42	7.69920120462399e-41	"ENSMUSG00000040462"	"Os9"	"Os9"	10585	FALSE	"ENSMUSG00000040462"
"ENSMUSG00000025410"	"OK"	"negbinomial.size"	1.60091962677262e-43	3.33346566670904e-42	"ENSMUSG00000025410"	"Dctn2"	"Dctn2"	22255	FALSE	"ENSMUSG00000025410"
"ENSMUSG00000025393"	"OK"	"negbinomial.size"	3.1298374035535e-254	5.73496677180538e-252	"ENSMUSG00000025393"	"Atp5b"	"Atp5b"	27553	FALSE	"ENSMUSG00000025393"
"ENSMUSG00000090841"	"OK"	"negbinomial.size"	5.72265234870591e-58	1.63242326613726e-56	"ENSMUSG00000090841"	"Myl6"	"Myl6"	27419	FALSE	"ENSMUSG00000090841"
"ENSMUSG00000093674"	"OK"	"negbinomial.size"	2.04668069113411e-303	4.75776892006176e-301	"ENSMUSG00000093674"	"Rpl41"	"Rpl41"	27577	FALSE	"ENSMUSG00000093674"
"ENSMUSG00000025351"	"OK"	"negbinomial.size"	4.48079679257122e-55	1.22007709867652e-53	"ENSMUSG00000025351"	"Cd63"	"Cd63"	27351	TRUE	"ENSMUSG00000025351"
"ENSMUSG00000090247"	"OK"	"negbinomial.size"	1.33478886503273e-45	2.91167178891944e-44	"ENSMUSG00000090247"	"Bloc1s1"	"Bloc1s1"	11335	FALSE	"ENSMUSG00000090247"
"ENSMUSG00000025348"	"OK"	"negbinomial.size"	3.9802653716056e-46	8.8308594248942e-45	"ENSMUSG00000025348"	"Itga7"	"Itga7"	4596	TRUE	"ENSMUSG00000025348"
"ENSMUSG00000002949"	"OK"	"negbinomial.size"	3.9837420008034e-47	9.05792433029387e-46	"ENSMUSG00000002949"	"Timm44"	"Timm44"	16849	FALSE	"ENSMUSG00000002949"
"ENSMUSG00000031447"	"OK"	"negbinomial.size"	7.63792160141967e-79	3.14710658577014e-77	"ENSMUSG00000031447"	"Lamp1"	"Lamp1"	26717	TRUE	"ENSMUSG00000031447"
"ENSMUSG00000008892"	"OK"	"negbinomial.size"	1.18647933082487e-281	2.46392207701299e-279	"ENSMUSG00000008892"	"Vdac3"	"Vdac3"	26643	FALSE	"ENSMUSG00000008892"
"ENSMUSG00000031538"	"OK"	"negbinomial.size"	2.93194621427348e-42	5.93052756978045e-41	"ENSMUSG00000031538"	"Plat"	"Plat"	17527	TRUE	"ENSMUSG00000031538"
"ENSMUSG00000031490"	"OK"	"negbinomial.size"	4.97543655223704e-38	9.34769895067454e-37	"ENSMUSG00000031490"	"Eif4ebp1"	"Eif4ebp1"	19127	TRUE	"ENSMUSG00000031490"
"ENSMUSG00000031591"	"OK"	"negbinomial.size"	5.42645649709064e-108	3.11871069897368e-106	"ENSMUSG00000031591"	"Asah1"	"Asah1"	20595	FALSE	"ENSMUSG00000031591"
"ENSMUSG00000031633"	"OK"	"negbinomial.size"	1.70265094867368e-166	1.80399921942806e-164	"ENSMUSG00000031633"	"Slc25a4"	"Slc25a4"	27566	FALSE	"ENSMUSG00000031633"
"ENSMUSG00000031517"	"OK"	"negbinomial.size"	2.78345525574259e-173	3.18767026530815e-171	"ENSMUSG00000031517"	"Gpm6a"	"Gpm6a"	24235	TRUE	"ENSMUSG00000031517"
"ENSMUSG00000031610"	"OK"	"negbinomial.size"	9.13924432044303e-161	9.12459809557053e-159	"ENSMUSG00000031610"	"Scrg1"	"Scrg1"	8052	TRUE	"ENSMUSG00000031610"
"ENSMUSG00000037852"	"OK"	"negbinomial.size"	3.10319842058343e-167	3.33326313107496e-165	"ENSMUSG00000037852"	"Cpe"	"Cpe"	24629	TRUE	"ENSMUSG00000037852"
"ENSMUSG00000031604"	"OK"	"negbinomial.size"	2.69974626772921e-93	1.31401712874633e-91	"ENSMUSG00000031604"	"Msmo1"	"Msmo1"	25390	TRUE	"ENSMUSG00000031604"
"ENSMUSG00000036199"	"OK"	"negbinomial.size"	2.28542052783089e-99	1.21072873200565e-97	"ENSMUSG00000036199"	"Ndufa13"	"Ndufa13"	27501	FALSE	"ENSMUSG00000036199"
"ENSMUSG00000036180"	"OK"	"negbinomial.size"	5.08029704453385e-48	1.1827447902633e-46	"ENSMUSG00000036180"	"Gatad2a"	"Gatad2a"	15440	FALSE	"ENSMUSG00000036180"
"ENSMUSG00000055681"	"OK"	"negbinomial.size"	6.15078601450162e-69	2.16249418004205e-67	"ENSMUSG00000055681"	"Cope"	"Cope"	24362	FALSE	"ENSMUSG00000055681"
"ENSMUSG00000090137"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000090137"	"Uba52"	"Uba52"	26095	TRUE	"ENSMUSG00000090137"
"ENSMUSG00000038508"	"OK"	"negbinomial.size"	8.04540966264597e-68	2.78460567768247e-66	"ENSMUSG00000038508"	"Gdf15"	"Gdf15"	3033	TRUE	"ENSMUSG00000038508"
"ENSMUSG00000071076"	"OK"	"negbinomial.size"	9.97749587835667e-53	2.61615317012467e-51	"ENSMUSG00000071076"	"Jund"	"Jund"	24524	TRUE	"ENSMUSG00000071076"
"ENSMUSG00000031799"	"OK"	"negbinomial.size"	2.15063872914002e-64	6.92070210875119e-63	"ENSMUSG00000031799"	"Tpm4"	"Tpm4"	23455	TRUE	"ENSMUSG00000031799"
"ENSMUSG00000031622"	"OK"	"negbinomial.size"	6.04720024083439e-91	2.82838269522509e-89	"ENSMUSG00000031622"	"Sin3b"	"Sin3b"	25301	FALSE	"ENSMUSG00000031622"
"ENSMUSG00000005413"	"OK"	"negbinomial.size"	1.6030055980321e-67	5.52363101534293e-66	"ENSMUSG00000005413"	"Hmox1"	"Hmox1"	12140	TRUE	"ENSMUSG00000005413"
"ENSMUSG00000033938"	"OK"	"negbinomial.size"	1.33509530359857e-37	2.46960918688215e-36	"ENSMUSG00000033938"	"Ndufb7"	"Ndufb7"	27150	FALSE	"ENSMUSG00000033938"
"ENSMUSG00000031708"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000031708"	"Tecr"	"Tecr"	27086	TRUE	"ENSMUSG00000031708"
"ENSMUSG00000001911"	"OK"	"negbinomial.size"	1.39316609095442e-123	9.81835378579869e-122	"ENSMUSG00000001911"	"Nfix"	"Nfix"	19780	TRUE	"ENSMUSG00000001911"
"ENSMUSG00000003814"	"OK"	"negbinomial.size"	3.89974624289309e-125	2.81196980245647e-123	"ENSMUSG00000003814"	"Calr"	"Calr"	27036	TRUE	"ENSMUSG00000003814"
"ENSMUSG00000005161"	"OK"	"negbinomial.size"	1.4107550393627e-142	1.21395081425823e-140	"ENSMUSG00000005161"	"Prdx2"	"Prdx2"	27341	FALSE	"ENSMUSG00000005161"
"ENSMUSG00000031765"	"OK"	"negbinomial.size"	6.33842310609618e-79	2.62555691163426e-77	"ENSMUSG00000031765"	"Mt1"	"Mt1"	27426	TRUE	"ENSMUSG00000031765"
"ENSMUSG00000063696"	"OK"	"negbinomial.size"	2.5081169380867e-70	9.02169083388e-69	"ENSMUSG00000063696"	"Gm8730"	"Gm8730"	17517	FALSE	"ENSMUSG00000063696"
"ENSMUSG00000014856"	"OK"	"negbinomial.size"	1.26241319816704e-64	4.09626782530243e-63	"ENSMUSG00000014856"	"Tmem208"	"Tmem208"	22633	FALSE	"ENSMUSG00000014856"
"ENSMUSG00000013160"	"OK"	"negbinomial.size"	7.44380755931152e-47	1.68268944464843e-45	"ENSMUSG00000013160"	"Atp6v0d1"	"Atp6v0d1"	22268	FALSE	"ENSMUSG00000013160"
"ENSMUSG00000013150"	"OK"	"negbinomial.size"	7.70811716514724e-43	1.57551082476599e-41	"ENSMUSG00000013150"	"Gfod2"	"Gfod2"	8401	TRUE	"ENSMUSG00000013150"
"ENSMUSG00000008450"	"OK"	"negbinomial.size"	1.18750654982082e-82	5.10923052857991e-81	"ENSMUSG00000008450"	"Nutf2"	"Nutf2"	12925	FALSE	"ENSMUSG00000008450"
"ENSMUSG00000060019"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000060019"	"Gm10073"	"Gm10073"	18660	TRUE	"ENSMUSG00000060019"
"ENSMUSG00000039067"	"OK"	"negbinomial.size"	2.91876257823078e-46	6.51285489340177e-45	"ENSMUSG00000039067"	"Psmd7"	"Psmd7"	26154	FALSE	"ENSMUSG00000039067"
"ENSMUSG00000031954"	"OK"	"negbinomial.size"	4.99355619235356e-39	9.57815735171265e-38	"ENSMUSG00000031954"	"Cfdp1"	"Cfdp1"	25364	FALSE	"ENSMUSG00000031954"
"ENSMUSG00000031950"	"OK"	"negbinomial.size"	3.15035108997411e-47	7.18399974031431e-46	"ENSMUSG00000031950"	"Gabarapl2"	"Gabarapl2"	25603	FALSE	"ENSMUSG00000031950"
"ENSMUSG00000031839"	"OK"	"negbinomial.size"	4.87664326159831e-76	1.91802320200489e-74	"ENSMUSG00000031839"	"Hsbp1"	"Hsbp1"	26992	FALSE	"ENSMUSG00000031839"
"ENSMUSG00000031827"	"OK"	"negbinomial.size"	3.31198750540498e-122	2.2624651489773e-120	"ENSMUSG00000031827"	"Cotl1"	"Cotl1"	25710	TRUE	"ENSMUSG00000031827"
"ENSMUSG00000031818"	"OK"	"negbinomial.size"	3.08652189851475e-158	2.98587444530232e-156	"ENSMUSG00000031818"	"Cox4i1"	"Cox4i1"	27577	FALSE	"ENSMUSG00000031818"
"ENSMUSG00000040010"	"OK"	"negbinomial.size"	1.89728167686043e-148	1.67898648392621e-146	"ENSMUSG00000040010"	"Slc7a5"	"Slc7a5"	9518	TRUE	"ENSMUSG00000040010"
"ENSMUSG00000000740"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000000740"	"Rpl13"	"Rpl13"	27577	FALSE	"ENSMUSG00000000740"
"ENSMUSG00000034796"	"OK"	"negbinomial.size"	1.73582338545525e-131	1.35856528786259e-129	"ENSMUSG00000034796"	"Cpne7"	"Cpne7"	9695	TRUE	"ENSMUSG00000034796"
"ENSMUSG00000019478"	"OK"	"negbinomial.size"	9.67277973803111e-124	6.84788838271975e-122	"ENSMUSG00000019478"	"Rab4a"	"Rab4a"	7953	FALSE	"ENSMUSG00000019478"
"ENSMUSG00000021737"	"OK"	"negbinomial.size"	9.63714919438957e-90	4.48055518515276e-88	"ENSMUSG00000021737"	"Psmd6"	"Psmd6"	25093	FALSE	"ENSMUSG00000021737"
"ENSMUSG00000012405"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000012405"	"Rpl15"	"Rpl15"	27511	FALSE	"ENSMUSG00000012405"
"ENSMUSG00000025290"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000025290"	"Rps24"	"Rps24"	27568	FALSE	"ENSMUSG00000025290"
"ENSMUSG00000042682"	"OK"	"negbinomial.size"	2.46754133135891e-128	1.87472957248366e-126	"ENSMUSG00000042682"	"Selk"	"Selk"	27222	FALSE	"ENSMUSG00000042682"
"ENSMUSG00000021957"	"OK"	"negbinomial.size"	3.55378855458016e-78	1.44141293587463e-76	"ENSMUSG00000021957"	"Tkt"	"Tkt"	26072	FALSE	"ENSMUSG00000021957"
"ENSMUSG00000021917"	"OK"	"negbinomial.size"	3.9472174071828e-64	1.26238010506924e-62	"ENSMUSG00000021917"	"Spcs1"	"Spcs1"	26730	FALSE	"ENSMUSG00000021917"
"ENSMUSG00000042354"	"OK"	"negbinomial.size"	3.8048260949298e-51	9.58902369393715e-50	"ENSMUSG00000042354"	"Gnl3"	"Gnl3"	20699	TRUE	"ENSMUSG00000042354"
"ENSMUSG00000021905"	"OK"	"negbinomial.size"	9.70413587870818e-37	1.74730539087722e-35	"ENSMUSG00000021905"	"Dph3"	"Dph3"	21812	FALSE	"ENSMUSG00000021905"
"ENSMUSG00000021832"	"OK"	"negbinomial.size"	1.75432316913619e-43	3.63829339005274e-42	"ENSMUSG00000021832"	"Psmc6"	"Psmc6"	23961	FALSE	"ENSMUSG00000021832"
"ENSMUSG00000021848"	"OK"	"negbinomial.size"	8.27192670670568e-210	1.22700246149468e-207	"ENSMUSG00000021848"	"Otx2"	"Otx2"	710	TRUE	"ENSMUSG00000021848"
"ENSMUSG00000004558"	"OK"	"negbinomial.size"	3.61856394447361e-52	9.36198229820206e-51	"ENSMUSG00000004558"	"Ndrg2"	"Ndrg2"	7073	TRUE	"ENSMUSG00000004558"
"ENSMUSG00000057132"	"OK"	"negbinomial.size"	1.3878680643694e-53	3.70772643268498e-52	"ENSMUSG00000057132"	"Rpgrip1"	"Rpgrip1"	8763	TRUE	"ENSMUSG00000057132"
"ENSMUSG00000022174"	"OK"	"negbinomial.size"	2.39346916776728e-97	1.24676529391222e-95	"ENSMUSG00000022174"	"Dad1"	"Dad1"	26551	FALSE	"ENSMUSG00000022174"
"ENSMUSG00000022193"	"OK"	"negbinomial.size"	1.0674124099607e-84	4.66992929357808e-83	"ENSMUSG00000022193"	"Psmb5"	"Psmb5"	26810	FALSE	"ENSMUSG00000022193"
"ENSMUSG00000022199"	"OK"	"negbinomial.size"	2.25537763534388e-119	1.5011754987385e-117	"ENSMUSG00000022199"	"Slc22a17"	"Slc22a17"	19134	TRUE	"ENSMUSG00000022199"
"ENSMUSG00000021963"	"OK"	"negbinomial.size"	5.5906694226759e-51	1.40216869980961e-49	"ENSMUSG00000021963"	"Sap18"	"Sap18"	17624	FALSE	"ENSMUSG00000021963"
"ENSMUSG00000021939"	"OK"	"negbinomial.size"	4.00530695869602e-54	1.07742065426063e-52	"ENSMUSG00000021939"	"Ctsb"	"Ctsb"	22161	TRUE	"ENSMUSG00000021939"
"ENSMUSG00000022044"	"OK"	"negbinomial.size"	2.50617366177054e-121	1.70452640969765e-119	"ENSMUSG00000022044"	"Stmn4"	"Stmn4"	4117	TRUE	"ENSMUSG00000022044"
"ENSMUSG00000034205"	"OK"	"negbinomial.size"	6.59121046516052e-135	5.29165479355026e-133	"ENSMUSG00000034205"	"Loxl2"	"Loxl2"	1361	TRUE	"ENSMUSG00000034205"
"ENSMUSG00000022103"	"OK"	"negbinomial.size"	5.41768894289786e-60	1.58609972341418e-58	"ENSMUSG00000022103"	"Gfra2"	"Gfra2"	1431	FALSE	"ENSMUSG00000022103"
