"status"	"family"	"pval"	"qval"	"id"	"symbol"	"gene_short_name"	"gene_id"	"num_cells_expressed"	"use_for_ordering"
"ENSMUSG00000042462"	"OK"	"negbinomial.size"	4.91076085555629e-42	9.8817959076601e-41	"ENSMUSG00000042462"	"Dctpp1"	"Dctpp1"	"ENSMUSG00000042462"	24047	TRUE
"ENSMUSG00000031004"	"OK"	"negbinomial.size"	2.60684142270472e-41	5.1721726316721e-40	"ENSMUSG00000031004"	"Mki67"	"Mki67"	"ENSMUSG00000031004"	9818	TRUE
"ENSMUSG00000038489"	"OK"	"negbinomial.size"	1.7033612634665e-79	7.09354322954297e-78	"ENSMUSG00000038489"	"Polr2l"	"Polr2l"	"ENSMUSG00000038489"	13548	TRUE
"ENSMUSG00000002957"	"OK"	"negbinomial.size"	3.84144732046969e-119	2.54598051133257e-117	"ENSMUSG00000002957"	"Ap2a2"	"Ap2a2"	"ENSMUSG00000002957"	17494	FALSE
"ENSMUSG00000097327"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000097327"	"E030030I06Rik"	"E030030I06Rik"	"ENSMUSG00000097327"	2708	TRUE
"ENSMUSG00000053219"	"OK"	"negbinomial.size"	5.18826732614137e-48	1.20607856126346e-46	"ENSMUSG00000053219"	"Raet1e"	"Raet1e"	"ENSMUSG00000053219"	1588	FALSE
"ENSMUSG00000061983"	"OK"	"negbinomial.size"	2.70869994668286e-212	4.05653862207554e-210	"ENSMUSG00000061983"	"Rps12"	"Rps12"	"ENSMUSG00000061983"	27562	FALSE
"ENSMUSG00000019978"	"OK"	"negbinomial.size"	5.54778947905292e-54	1.48720862540876e-52	"ENSMUSG00000019978"	"Epb41l2"	"Epb41l2"	"ENSMUSG00000019978"	9512	TRUE
"ENSMUSG00000020075"	"OK"	"negbinomial.size"	6.23021979294709e-251	1.11535256638104e-248	"ENSMUSG00000020075"	"Ddx21"	"Ddx21"	"ENSMUSG00000020075"	22603	TRUE
"ENSMUSG00000037855"	"OK"	"negbinomial.size"	5.35891703436458e-56	1.48779202870282e-54	"ENSMUSG00000037855"	"Zfp365"	"Zfp365"	"ENSMUSG00000037855"	11786	FALSE
"ENSMUSG00000006498"	"OK"	"negbinomial.size"	1.26291483454734e-40	2.48671283793614e-39	"ENSMUSG00000006498"	"Ptbp1"	"Ptbp1"	"ENSMUSG00000006498"	14042	FALSE
"ENSMUSG00000004665"	"OK"	"negbinomial.size"	5.27592330941793e-35	8.98060169881795e-34	"ENSMUSG00000004665"	"Cnn2"	"Cnn2"	"ENSMUSG00000004665"	6545	TRUE
"ENSMUSG00000020167"	"OK"	"negbinomial.size"	4.16587766480398e-39	8.00043706896696e-38	"ENSMUSG00000020167"	"Tcf3"	"Tcf3"	"ENSMUSG00000020167"	16899	FALSE
"ENSMUSG00000035215"	"OK"	"negbinomial.size"	7.56583096795285e-208	1.09109090116542e-205	"ENSMUSG00000035215"	"Lsm7"	"Lsm7"	"ENSMUSG00000035215"	14895	FALSE
"ENSMUSG00000058799"	"OK"	"negbinomial.size"	1.91896856608837e-111	1.15844710917932e-109	"ENSMUSG00000058799"	"Nap1l1"	"Nap1l1"	"ENSMUSG00000058799"	27115	FALSE
"ENSMUSG00000093674"	"OK"	"negbinomial.size"	2.19873643774181e-303	5.11124179370577e-301	"ENSMUSG00000093674"	"Rpl41"	"Rpl41"	"ENSMUSG00000093674"	27577	FALSE
"ENSMUSG00000025348"	"OK"	"negbinomial.size"	3.97820326857388e-46	8.82628431738435e-45	"ENSMUSG00000025348"	"Itga7"	"Itga7"	"ENSMUSG00000025348"	4596	TRUE
"ENSMUSG00000002949"	"OK"	"negbinomial.size"	3.98382608694322e-47	9.05811551885265e-46	"ENSMUSG00000002949"	"Timm44"	"Timm44"	"ENSMUSG00000002949"	16849	FALSE
"ENSMUSG00000031490"	"OK"	"negbinomial.size"	4.97840836819661e-38	9.3532823081619e-37	"ENSMUSG00000031490"	"Eif4ebp1"	"Eif4ebp1"	"ENSMUSG00000031490"	19127	TRUE
"ENSMUSG00000036180"	"OK"	"negbinomial.size"	5.07993028908365e-48	1.18265940586663e-46	"ENSMUSG00000036180"	"Gatad2a"	"Gatad2a"	"ENSMUSG00000036180"	15440	FALSE
"ENSMUSG00000090137"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000090137"	"Uba52"	"Uba52"	"ENSMUSG00000090137"	26095	TRUE
"ENSMUSG00000071076"	"OK"	"negbinomial.size"	9.99862378339775e-53	2.6216930206468e-51	"ENSMUSG00000071076"	"Jund"	"Jund"	"ENSMUSG00000071076"	24524	TRUE
"ENSMUSG00000031799"	"OK"	"negbinomial.size"	2.1546738203075e-64	6.93368693208455e-63	"ENSMUSG00000031799"	"Tpm4"	"Tpm4"	"ENSMUSG00000031799"	23455	TRUE
"ENSMUSG00000063696"	"OK"	"negbinomial.size"	2.50840785292694e-70	9.02273725388847e-69	"ENSMUSG00000063696"	"Gm8730"	"Gm8730"	"ENSMUSG00000063696"	17517	FALSE
"ENSMUSG00000013150"	"OK"	"negbinomial.size"	7.70561577423775e-43	1.57499954965555e-41	"ENSMUSG00000013150"	"Gfod2"	"Gfod2"	"ENSMUSG00000013150"	8401	TRUE
"ENSMUSG00000060019"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000060019"	"Gm10073"	"Gm10073"	"ENSMUSG00000060019"	18660	TRUE
"ENSMUSG00000031954"	"OK"	"negbinomial.size"	4.99920252255443e-39	9.58898759714104e-38	"ENSMUSG00000031954"	"Cfdp1"	"Cfdp1"	"ENSMUSG00000031954"	25364	FALSE
"ENSMUSG00000000740"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000000740"	"Rpl13"	"Rpl13"	"ENSMUSG00000000740"	27577	FALSE
"ENSMUSG00000034796"	"OK"	"negbinomial.size"	1.73432604334773e-131	1.35739337312266e-129	"ENSMUSG00000034796"	"Cpne7"	"Cpne7"	"ENSMUSG00000034796"	9695	TRUE
"ENSMUSG00000019478"	"OK"	"negbinomial.size"	9.66035872545385e-124	6.83909487040653e-122	"ENSMUSG00000019478"	"Rab4a"	"Rab4a"	"ENSMUSG00000019478"	7953	FALSE
"ENSMUSG00000025290"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000025290"	"Rps24"	"Rps24"	"ENSMUSG00000025290"	27568	FALSE
"ENSMUSG00000042354"	"OK"	"negbinomial.size"	3.80721931530646e-51	9.59505515143982e-50	"ENSMUSG00000042354"	"Gnl3"	"Gnl3"	"ENSMUSG00000042354"	20699	TRUE
"ENSMUSG00000021905"	"OK"	"negbinomial.size"	9.70817378174215e-37	1.74803244682814e-35	"ENSMUSG00000021905"	"Dph3"	"Dph3"	"ENSMUSG00000021905"	21812	FALSE
"ENSMUSG00000021848"	"OK"	"negbinomial.size"	8.25175998392302e-210	1.22401106428191e-207	"ENSMUSG00000021848"	"Otx2"	"Otx2"	"ENSMUSG00000021848"	710	TRUE
"ENSMUSG00000057132"	"OK"	"negbinomial.size"	1.38703312883372e-53	3.70549588020329e-52	"ENSMUSG00000057132"	"Rpgrip1"	"Rpgrip1"	"ENSMUSG00000057132"	8763	TRUE
"ENSMUSG00000021963"	"OK"	"negbinomial.size"	5.59106711309137e-51	1.40226844261511e-49	"ENSMUSG00000021963"	"Sap18"	"Sap18"	"ENSMUSG00000021963"	17624	FALSE
"ENSMUSG00000034205"	"OK"	"negbinomial.size"	6.57890800305403e-135	5.28177794575085e-133	"ENSMUSG00000034205"	"Loxl2"	"Loxl2"	"ENSMUSG00000034205"	1361	TRUE
"ENSMUSG00000022103"	"OK"	"negbinomial.size"	5.41283175556287e-60	1.5846777179115e-58	"ENSMUSG00000022103"	"Gfra2"	"Gfra2"	"ENSMUSG00000022103"	1431	FALSE
"ENSMUSG00000021996"	"OK"	"negbinomial.size"	1.31765023728265e-77	5.31381789887789e-76	"ENSMUSG00000021996"	"Esd"	"Esd"	"ENSMUSG00000021996"	22750	TRUE
"ENSMUSG00000060143"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000060143"	"Gm10076"	"Gm10076"	"ENSMUSG00000060143"	27079	TRUE
"ENSMUSG00000022131"	"OK"	"negbinomial.size"	1.93923679509253e-57	5.48159947070167e-56	"ENSMUSG00000022131"	"Gpr180"	"Gpr180"	"ENSMUSG00000022131"	8612	FALSE
"ENSMUSG00000050912"	"OK"	"negbinomial.size"	1.56834846388309e-35	2.70509715669758e-34	"ENSMUSG00000050912"	"Tmem123"	"Tmem123"	"ENSMUSG00000050912"	9029	FALSE
"ENSMUSG00000032193"	"OK"	"negbinomial.size"	1.42066670969649e-36	2.53458006913205e-35	"ENSMUSG00000032193"	"Ldlr"	"Ldlr"	"ENSMUSG00000032193"	8220	FALSE
"ENSMUSG00000097467"	"OK"	"negbinomial.size"	1.16538032265539e-51	2.97067078974758e-50	"ENSMUSG00000097467"	"Gm26737"	"Gm26737"	"ENSMUSG00000097467"	1420	TRUE
"ENSMUSG00000049932"	"OK"	"negbinomial.size"	4.48730309314144e-38	8.45099705872768e-37	"ENSMUSG00000049932"	"H2afx"	"H2afx"	"ENSMUSG00000049932"	18742	TRUE
"ENSMUSG00000058443"	"OK"	"negbinomial.size"	3.76267762497074e-46	8.36001483722101e-45	"ENSMUSG00000058443"	"Rpl10-ps3"	"Rpl10-ps3"	"ENSMUSG00000058443"	2795	FALSE
"ENSMUSG00000032050"	"OK"	"negbinomial.size"	6.09180351165161e-124	4.33241277141433e-122	"ENSMUSG00000032050"	"Rdx"	"Rdx"	"ENSMUSG00000032050"	26336	FALSE
"ENSMUSG00000078307"	"OK"	"negbinomial.size"	1.03507939152484e-37	1.92379015787582e-36	"ENSMUSG00000078307"	"AI593442"	"AI593442"	"ENSMUSG00000078307"	5593	TRUE
"ENSMUSG00000032290"	"OK"	"negbinomial.size"	9.49013711182966e-36	1.64781366239406e-34	"ENSMUSG00000032290"	"Ptpn9"	"Ptpn9"	"ENSMUSG00000032290"	10069	FALSE
"ENSMUSG00000032305"	"OK"	"negbinomial.size"	1.00549029854898e-36	1.80420638247701e-35	"ENSMUSG00000032305"	"Fam219b"	"Fam219b"	"ENSMUSG00000032305"	3726	FALSE
"ENSMUSG00000032294"	"OK"	"negbinomial.size"	2.06225532398205e-45	4.47972477977969e-44	"ENSMUSG00000032294"	"Pkm"	"Pkm"	"ENSMUSG00000032294"	27384	TRUE
"ENSMUSG00000034485"	"OK"	"negbinomial.size"	5.73622956725756e-45	1.24085799319495e-43	"ENSMUSG00000034485"	"Uaca"	"Uaca"	"ENSMUSG00000034485"	4961	FALSE
"ENSMUSG00000032403"	"OK"	"negbinomial.size"	3.10357097868819e-74	1.19945702216051e-72	"ENSMUSG00000032403"	"2300009A05Rik"	"2300009A05Rik"	"ENSMUSG00000032403"	9828	FALSE
"ENSMUSG00000032397"	"OK"	"negbinomial.size"	1.93726060247635e-46	4.335177282122e-45	"ENSMUSG00000032397"	"Tipin"	"Tipin"	"ENSMUSG00000032397"	17423	TRUE
"ENSMUSG00000032387"	"OK"	"negbinomial.size"	1.74134144844008e-196	2.2414374429301e-194	"ENSMUSG00000032387"	"Rbpms2"	"Rbpms2"	"ENSMUSG00000032387"	6749	FALSE
"ENSMUSG00000040204"	"OK"	"negbinomial.size"	3.96928765797975e-315	1.01346975857304e-312	"ENSMUSG00000040204"	"2810417H13Rik"	"2810417H13Rik"	"ENSMUSG00000040204"	17642	TRUE
"ENSMUSG00000032231"	"OK"	"negbinomial.size"	4.93169583547513e-150	4.38920929357287e-148	"ENSMUSG00000032231"	"Anxa2"	"Anxa2"	"ENSMUSG00000032231"	8644	TRUE
"ENSMUSG00000032220"	"OK"	"negbinomial.size"	4.42189613060082e-37	8.05509148936933e-36	"ENSMUSG00000032220"	"Myo1e"	"Myo1e"	"ENSMUSG00000032220"	3012	FALSE
"ENSMUSG00000032228"	"OK"	"negbinomial.size"	6.77793102188698e-118	4.36224279611115e-116	"ENSMUSG00000032228"	"Tcf12"	"Tcf12"	"ENSMUSG00000032228"	23254	TRUE
"ENSMUSG00000032221"	"OK"	"negbinomial.size"	2.64839217111829e-123	1.84146018148069e-121	"ENSMUSG00000032221"	"Mns1"	"Mns1"	"ENSMUSG00000032221"	4704	TRUE
"ENSMUSG00000007656"	"OK"	"negbinomial.size"	2.46761599078703e-180	2.93382588217618e-178	"ENSMUSG00000007656"	"Arpp19"	"Arpp19"	"ENSMUSG00000007656"	26284	FALSE
"ENSMUSG00000058587"	"OK"	"negbinomial.size"	2.18813195263479e-42	4.44910641805311e-41	"ENSMUSG00000058587"	"Tmod3"	"Tmod3"	"ENSMUSG00000058587"	7973	FALSE
"ENSMUSG00000032186"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000032186"	"Tmod2"	"Tmod2"	"ENSMUSG00000032186"	16541	FALSE
"ENSMUSG00000097574"	"OK"	"negbinomial.size"	2.81459940175254e-130	2.17016760803444e-128	"ENSMUSG00000097574"	"C920006O11Rik"	"C920006O11Rik"	"ENSMUSG00000097574"	742	FALSE
"ENSMUSG00000033577"	"OK"	"negbinomial.size"	2.6105430136256e-164	2.69266274418667e-162	"ENSMUSG00000033577"	"Myo6"	"Myo6"	"ENSMUSG00000033577"	19290	TRUE
"ENSMUSG00000032251"	"OK"	"negbinomial.size"	1.12595426253399e-61	3.41846737601695e-60	"ENSMUSG00000032251"	"Irak1bp1"	"Irak1bp1"	"ENSMUSG00000032251"	11831	FALSE
"ENSMUSG00000032872"	"OK"	"negbinomial.size"	8.33276938496229e-126	6.06462070891531e-124	"ENSMUSG00000032872"	"Cyb5r4"	"Cyb5r4"	"ENSMUSG00000032872"	15529	FALSE
"ENSMUSG00000032359"	"OK"	"negbinomial.size"	1.38047848464674e-77	5.54148257690025e-76	"ENSMUSG00000032359"	"Ctsh"	"Ctsh"	"ENSMUSG00000032359"	2182	TRUE
"ENSMUSG00000032368"	"OK"	"negbinomial.size"	1.926518603662e-51	4.89486578336633e-50	"ENSMUSG00000032368"	"Zic1"	"Zic1"	"ENSMUSG00000032368"	10412	FALSE
"ENSMUSG00000032456"	"OK"	"negbinomial.size"	7.58009769058815e-36	1.32354284227478e-34	"ENSMUSG00000032456"	"Nmnat3"	"Nmnat3"	"ENSMUSG00000032456"	410	FALSE
"ENSMUSG00000035048"	"OK"	"negbinomial.size"	9.00408784410081e-159	8.82004202338806e-157	"ENSMUSG00000035048"	"Anapc13"	"Anapc13"	"ENSMUSG00000035048"	24834	FALSE
"ENSMUSG00000032554"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000032554"	"Trf"	"Trf"	"ENSMUSG00000032554"	2986	TRUE
"ENSMUSG00000032555"	"OK"	"negbinomial.size"	9.13048463742623e-52	2.3427890976592e-50	"ENSMUSG00000032555"	"Topbp1"	"Topbp1"	"ENSMUSG00000032555"	9450	TRUE
"ENSMUSG00000032803"	"OK"	"negbinomial.size"	7.92578189947581e-203	1.07342654855944e-200	"ENSMUSG00000032803"	"Cdv3"	"Cdv3"	"ENSMUSG00000032803"	24300	TRUE
"ENSMUSG00000032556"	"OK"	"negbinomial.size"	7.14185995096643e-155	6.6607466309163e-153	"ENSMUSG00000032556"	"Bfsp2"	"Bfsp2"	"ENSMUSG00000032556"	830	TRUE
"ENSMUSG00000063856"	"OK"	"negbinomial.size"	1.00437674683766e-81	4.28579940602644e-80	"ENSMUSG00000063856"	"Gpx1"	"Gpx1"	"ENSMUSG00000063856"	24949	TRUE
"ENSMUSG00000032478"	"OK"	"negbinomial.size"	8.26688231556512e-208	1.18125405564153e-205	"ENSMUSG00000032478"	"Nme6"	"Nme6"	"ENSMUSG00000032478"	9076	FALSE
"ENSMUSG00000032477"	"OK"	"negbinomial.size"	2.3758922453934e-35	4.07988111598702e-34	"ENSMUSG00000032477"	"Cdc25a"	"Cdc25a"	"ENSMUSG00000032477"	6283	FALSE
"ENSMUSG00000032479"	"OK"	"negbinomial.size"	7.49115591390656e-64	2.37626788918727e-62	"ENSMUSG00000032479"	"Map4"	"Map4"	"ENSMUSG00000032479"	17824	FALSE
"ENSMUSG00000019659"	"OK"	"negbinomial.size"	1.79104784140403e-162	1.83523487696498e-160	"ENSMUSG00000019659"	"Ccdc12"	"Ccdc12"	"ENSMUSG00000019659"	21608	FALSE
"ENSMUSG00000036138"	"OK"	"negbinomial.size"	5.92037354287284e-48	1.37013102422354e-46	"ENSMUSG00000036138"	"Acaa1a"	"Acaa1a"	"ENSMUSG00000036138"	15949	FALSE
"ENSMUSG00000053838"	"OK"	"negbinomial.size"	1.35239535271324e-94	6.72957112412421e-93	"ENSMUSG00000053838"	"Nudcd3"	"Nudcd3"	"ENSMUSG00000053838"	20235	FALSE
"ENSMUSG00000049800"	"OK"	"negbinomial.size"	1.66256967420567e-55	4.56693521618224e-54	"ENSMUSG00000049800"	"Sertad2"	"Sertad2"	"ENSMUSG00000049800"	10653	FALSE
"ENSMUSG00000057098"	"OK"	"negbinomial.size"	2.98638724776131e-51	7.56308640388332e-50	"ENSMUSG00000057098"	"Ebf1"	"Ebf1"	"ENSMUSG00000057098"	9282	TRUE
"ENSMUSG00000020372"	"OK"	"negbinomial.size"	1.137428707415e-102	6.15119865207937e-101	"ENSMUSG00000020372"	"Gnb2l1"	"Gnb2l1"	"ENSMUSG00000020372"	27529	FALSE
"ENSMUSG00000020358"	"OK"	"negbinomial.size"	5.78181356384529e-139	4.86766195983192e-137	"ENSMUSG00000020358"	"Hnrnpab"	"Hnrnpab"	"ENSMUSG00000020358"	27087	FALSE
"ENSMUSG00000001056"	"OK"	"negbinomial.size"	4.11170459849409e-59	1.18592220595454e-57	"ENSMUSG00000001056"	"Nhp2"	"Nhp2"	"ENSMUSG00000001056"	26873	FALSE
"ENSMUSG00000005417"	"OK"	"negbinomial.size"	7.07092683885467e-38	1.32049982632088e-36	"ENSMUSG00000005417"	"Mprip"	"Mprip"	"ENSMUSG00000005417"	16354	FALSE
"ENSMUSG00000020831"	"OK"	"negbinomial.size"	1.01632578096526e-136	8.28757803064602e-135	"ENSMUSG00000020831"	"0610010K14Rik"	"0610010K14Rik"	"ENSMUSG00000020831"	6691	FALSE
"ENSMUSG00000040463"	"OK"	"negbinomial.size"	4.6395254376881e-44	9.72551933943368e-43	"ENSMUSG00000040463"	"Mybbp1a"	"Mybbp1a"	"ENSMUSG00000040463"	16371	FALSE
"ENSMUSG00000000631"	"OK"	"negbinomial.size"	1.41399079664897e-120	9.57517680774245e-119	"ENSMUSG00000000631"	"Myo18a"	"Myo18a"	"ENSMUSG00000000631"	16880	TRUE
"ENSMUSG00000035152"	"OK"	"negbinomial.size"	2.92438712421121e-162	2.97694963788167e-160	"ENSMUSG00000035152"	"Ap2b1"	"Ap2b1"	"ENSMUSG00000035152"	19824	FALSE
"ENSMUSG00000020869"	"OK"	"negbinomial.size"	3.11181966265171e-66	1.04005560613306e-64	"ENSMUSG00000020869"	"Lrrc59"	"Lrrc59"	"ENSMUSG00000020869"	23811	FALSE
"ENSMUSG00000038615"	"OK"	"negbinomial.size"	4.05240748394371e-124	2.89524066800107e-122	"ENSMUSG00000038615"	"Nfe2l1"	"Nfe2l1"	"ENSMUSG00000038615"	15837	TRUE
"ENSMUSG00000001440"	"OK"	"negbinomial.size"	7.3341699690935e-49	1.76826156762587e-47	"ENSMUSG00000001440"	"Kpnb1"	"Kpnb1"	"ENSMUSG00000001440"	16992	FALSE
"ENSMUSG00000071415"	"OK"	"negbinomial.size"	2.11795251776621e-120	1.42801344000903e-118	"ENSMUSG00000071415"	"Rpl23"	"Rpl23"	"ENSMUSG00000071415"	27577	FALSE
"ENSMUSG00000020914"	"OK"	"negbinomial.size"	5.87618155339147e-203	8.02820418369055e-201	"ENSMUSG00000020914"	"Top2a"	"Top2a"	"ENSMUSG00000020914"	13927	TRUE
"ENSMUSG00000035530"	"OK"	"negbinomial.size"	2.38988592063206e-127	1.78954198143482e-125	"ENSMUSG00000035530"	"Eif1"	"Eif1"	"ENSMUSG00000035530"	27561	FALSE
"ENSMUSG00000020917"	"OK"	"negbinomial.size"	3.99545054628822e-48	9.34371505381967e-47	"ENSMUSG00000020917"	"Acly"	"Acly"	"ENSMUSG00000020917"	19408	TRUE
"ENSMUSG00000004044"	"OK"	"negbinomial.size"	1.67236866136823e-55	4.58576441915672e-54	"ENSMUSG00000004044"	"Ptrf"	"Ptrf"	"ENSMUSG00000004044"	7599	TRUE
"ENSMUSG00000018677"	"OK"	"negbinomial.size"	1.84184764505661e-108	1.06642293947051e-106	"ENSMUSG00000018677"	"Slc25a39"	"Slc25a39"	"ENSMUSG00000018677"	20852	FALSE
"ENSMUSG00000020936"	"OK"	"negbinomial.size"	6.78019529327254e-266	1.320019271159e-263	"ENSMUSG00000020936"	"Nmt1"	"Nmt1"	"ENSMUSG00000020936"	22608	FALSE
"ENSMUSG00000057322"	"OK"	"negbinomial.size"	1.06901267589232e-217	1.63234043402184e-215	"ENSMUSG00000057322"	"Rpl38"	"Rpl38"	"ENSMUSG00000057322"	27574	FALSE
"ENSMUSG00000025130"	"OK"	"negbinomial.size"	1.32137841590056e-39	2.55657997859022e-38	"ENSMUSG00000025130"	"P4hb"	"P4hb"	"ENSMUSG00000025130"	20600	FALSE
"ENSMUSG00000025153"	"OK"	"negbinomial.size"	2.63740169962498e-39	5.07756878512474e-38	"ENSMUSG00000025153"	"Fasn"	"Fasn"	"ENSMUSG00000025153"	18496	TRUE
"ENSMUSG00000058773"	"OK"	"negbinomial.size"	1.85406087146826e-60	5.50038058535583e-59	"ENSMUSG00000058773"	"Hist1h1b"	"Hist1h1b"	"ENSMUSG00000058773"	6271	TRUE
"ENSMUSG00000094777"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000094777"	"Hist1h2ap"	"Hist1h2ap"	"ENSMUSG00000094777"	12212	TRUE
"ENSMUSG00000069272"	"OK"	"negbinomial.size"	2.69651566327636e-35	4.62026748685691e-34	"ENSMUSG00000069272"	"Hist1h2ae"	"Hist1h2ae"	"ENSMUSG00000069272"	3745	TRUE
"ENSMUSG00000006715"	"OK"	"negbinomial.size"	8.58983620367652e-43	1.75342986726424e-41	"ENSMUSG00000006715"	"Gmnn"	"Gmnn"	"ENSMUSG00000006715"	11511	TRUE
"ENSMUSG00000021413"	"OK"	"negbinomial.size"	3.50363960895745e-36	6.17997586744193e-35	"ENSMUSG00000021413"	"Prpf4b"	"Prpf4b"	"ENSMUSG00000021413"	19232	FALSE
"ENSMUSG00000021377"	"OK"	"negbinomial.size"	7.32914360726279e-67	2.49238890137812e-65	"ENSMUSG00000021377"	"Dek"	"Dek"	"ENSMUSG00000021377"	21795	TRUE
"ENSMUSG00000025867"	"OK"	"negbinomial.size"	5.9374807992445e-47	1.34413173616618e-45	"ENSMUSG00000025867"	"Cplx2"	"Cplx2"	"ENSMUSG00000025867"	10507	TRUE
"ENSMUSG00000021486"	"OK"	"negbinomial.size"	1.45673075521782e-64	4.70717458765923e-63	"ENSMUSG00000021486"	"Prelid1"	"Prelid1"	"ENSMUSG00000021486"	26672	FALSE
"ENSMUSG00000007836"	"OK"	"negbinomial.size"	3.45419544636083e-47	7.86536463115057e-46	"ENSMUSG00000007836"	"Hnrnpa0"	"Hnrnpa0"	"ENSMUSG00000007836"	23543	FALSE
"ENSMUSG00000021552"	"OK"	"negbinomial.size"	3.4249365472464e-48	8.0457596867817e-47	"ENSMUSG00000021552"	"Gkap1"	"Gkap1"	"ENSMUSG00000021552"	17103	FALSE
"ENSMUSG00000062382"	"OK"	"negbinomial.size"	1.55612184412725e-71	5.74326960243646e-70	"ENSMUSG00000062382"	"Gm10116"	"Gm10116"	"ENSMUSG00000062382"	5196	FALSE
"ENSMUSG00000005583"	"OK"	"negbinomial.size"	7.50614482415625e-200	9.74235046968613e-198	"ENSMUSG00000005583"	"Mef2c"	"Mef2c"	"ENSMUSG00000005583"	19158	TRUE
"ENSMUSG00000049517"	"OK"	"negbinomial.size"	1.26192236615342e-124	9.05734601513344e-123	"ENSMUSG00000049517"	"Rps23"	"Rps23"	"ENSMUSG00000049517"	27577	FALSE
"ENSMUSG00000060739"	"OK"	"negbinomial.size"	3.0163323769576e-94	1.49615849589537e-92	"ENSMUSG00000060739"	"Nsa2"	"Nsa2"	"ENSMUSG00000060739"	25694	FALSE
"ENSMUSG00000021643"	"OK"	"negbinomial.size"	6.31491791143197e-61	1.89508374702414e-59	"ENSMUSG00000021643"	"Serf1"	"Serf1"	"ENSMUSG00000021643"	19805	TRUE
"ENSMUSG00000068184"	"OK"	"negbinomial.size"	1.0202127073043e-63	3.22308578423213e-62	"ENSMUSG00000068184"	"Ndufaf2"	"Ndufaf2"	"ENSMUSG00000068184"	20933	FALSE
"ENSMUSG00000025453"	"OK"	"negbinomial.size"	5.16232657226786e-41	1.02164213930206e-39	"ENSMUSG00000025453"	"Nnt"	"Nnt"	"ENSMUSG00000025453"	5068	FALSE
"ENSMUSG00000020601"	"OK"	"negbinomial.size"	2.75607452601669e-56	7.72047855084712e-55	"ENSMUSG00000020601"	"Trib2"	"Trib2"	"ENSMUSG00000020601"	23784	TRUE
"ENSMUSG00000011179"	"OK"	"negbinomial.size"	8.92131023068467e-172	9.99636020452616e-170	"ENSMUSG00000011179"	"Odc1"	"Odc1"	"ENSMUSG00000011179"	22568	FALSE
"ENSMUSG00000063632"	"OK"	"negbinomial.size"	1.55075653799985e-65	5.10634948823419e-64	"ENSMUSG00000063632"	"Sox11"	"Sox11"	"ENSMUSG00000063632"	25566	TRUE
"ENSMUSG00000034892"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000034892"	"Rps29"	"Rps29"	"ENSMUSG00000034892"	27576	TRUE
"ENSMUSG00000046768"	"OK"	"negbinomial.size"	9.93363575791688e-42	1.98608956263871e-40	"ENSMUSG00000046768"	"Rhoj"	"Rhoj"	"ENSMUSG00000046768"	6433	TRUE
"ENSMUSG00000079036"	"OK"	"negbinomial.size"	1.79116669117876e-35	3.08258797957007e-34	"ENSMUSG00000079036"	"Alkbh1"	"Alkbh1"	"ENSMUSG00000079036"	13517	TRUE
"ENSMUSG00000064326"	"OK"	"negbinomial.size"	2.63746699850781e-43	5.43367043674064e-42	"ENSMUSG00000064326"	"Siva1"	"Siva1"	"ENSMUSG00000064326"	22813	TRUE
"ENSMUSG00000041841"	"OK"	"negbinomial.size"	5.61949518596436e-195	7.17406864929467e-193	"ENSMUSG00000041841"	"Rpl37"	"Rpl37"	"ENSMUSG00000041841"	27576	FALSE
"ENSMUSG00000039828"	"OK"	"negbinomial.size"	9.94742992612911e-60	2.89591067475628e-58	"ENSMUSG00000039828"	"Wdr70"	"Wdr70"	"ENSMUSG00000039828"	11262	FALSE
"ENSMUSG00000058600"	"OK"	"negbinomial.size"	6.37413743430746e-104	3.50802793425225e-102	"ENSMUSG00000058600"	"Rpl30"	"Rpl30"	"ENSMUSG00000058600"	27570	FALSE
"ENSMUSG00000022283"	"OK"	"negbinomial.size"	2.35629348291178e-43	4.86727732047094e-42	"ENSMUSG00000022283"	"Pabpc1"	"Pabpc1"	"ENSMUSG00000022283"	27181	FALSE
"ENSMUSG00000057262"	"OK"	"negbinomial.size"	1.32035154212889e-77	5.31381789887789e-76	"ENSMUSG00000057262"	"Gm10020"	"Gm10020"	"ENSMUSG00000057262"	3166	FALSE
"ENSMUSG00000068220"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000068220"	"Lgals1"	"Lgals1"	"ENSMUSG00000068220"	27044	TRUE
"ENSMUSG00000022403"	"OK"	"negbinomial.size"	3.68060430060078e-129	2.82391192028853e-127	"ENSMUSG00000022403"	"St13"	"St13"	"ENSMUSG00000022403"	26859	FALSE
