"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0032981"	"GO:0032981"	"mitochondrial respiratory chain complex I assembly"	"12/857"	"43/23843"	2.36578756613355e-08	2.16280299295929e-06	1.73574098273167e-06	"Ndufb11/Ndufa1/Ndufb6/Ndufb2/Ndufa9/Ndufa3/Ndufc2/Ndufa13/Ndufb7/Ndufs4/Ndufa11/Ndufb8"	12
"GO:0010498"	"GO:0010498"	"proteasomal protein catabolic process"	"41/857"	"437/23843"	2.47929573718759e-08	2.22212957150676e-06	1.78335307411739e-06	"Hspa5/Psmb7/Psmd14/Bcap31/Psmb4/Psmd4/Sdcbp/Vcp/Alad/Psmb2/Fbxo44/Fbxo2/Psmc2/Ube2s/Sirt2/Psmd8/Hsp90b1/Os9/Psmd7/Gabarapl2/Psmd6/Psmc6/Psmb5/Gpx1/Psmb6/Sdf2/Psmb3/Psmc5/Psmd12/Psma2/Plk2/Trib2/Psma6/Psma3/Psmc1/Pcbp2/Ube2v2/Psmd2/Psmb1/Dlgap1/Usp14"	41
"GO:0009260"	"GO:0009260"	"ribonucleotide biosynthetic process"	"30/857"	"263/23843"	2.65223186125413e-08	2.33141381496012e-06	1.87105830697786e-06	"Cox5b/Ramp1/Atp5c1/Ak1/Mtch2/Pgk1/Atp5f1/Papss1/Vcp/Atp5k/Atp5j2/Hk2/Tpi1/Gapdh/Apoe/Gpi1/Ndufc2/Mif/Atp5b/Atp5l/Acat1/Pkm/Nme6/Aldoc/Nme1/Atp5h/Gpd1/Atp5o/Atp5a1/Pgam1"	30
"GO:0022613"	"GO:0022613"	"ribonucleoprotein complex biogenesis"	"40/857"	"422/23843"	2.77191617716842e-08	2.39064695204469e-06	1.91859540763296e-06	"Sf3b1/Ncl/Rpl12/Rpl35/Rps21/Ddx3x/Rpl10/Eif2s3x/Rpl34/Rps6/Cdkn2a/Rps8/Lyar/Rplp0/Rpl6/Wbp11/Gemin7/Rps16/Rps17/Ddx21/Rrp1/Rps24/Gnl3/Rps27l/Nhp2/Rpl26/Rpl23a/Rpl27/Rpl38/Rps23/Nsa2/Hsp90aa1/Rpl35a/Rpl24/Rps2/Wdr43/Eif2s3y/Gm10036/Rps14/Pdcd11"	40
"GO:0072522"	"GO:0072522"	"purine-containing compound biosynthetic process"	"30/857"	"266/23843"	3.43310548764423e-08	2.90606021926329e-06	2.33223637903316e-06	"Cox5b/Ramp1/Atp5c1/Ak1/Mtch2/Pgk1/Atp5f1/Papss1/Vcp/Atp5k/Atp5j2/Hk2/Tpi1/Gapdh/Apoe/Gpi1/Ndufc2/Mif/Atp5b/Atp5l/Acat1/Pkm/Nme6/Aldoc/Nme1/Atp5h/Gpd1/Atp5o/Atp5a1/Pgam1"	30
"GO:0006099"	"GO:0006099"	"tricarboxylic acid cycle"	"10/857"	"29/23843"	3.67645971164452e-08	3.00287132825939e-06	2.40993139333417e-06	"Idh1/Fh1/Idh3g/Sdhb/Mdh2/Suclg1/Sdhd/Idh3a/Mdh1/Sdha"	10
"GO:1901293"	"GO:1901293"	"nucleoside phosphate biosynthetic process"	"33/857"	"313/23843"	3.73302825179768e-08	3.00287132825939e-06	2.40993139333417e-06	"Cox5b/Ramp1/Atp5c1/Ak1/Mtch2/Pgk1/Atp5f1/Papss1/Vcp/Nadk/Atp5k/Atp5j2/Suclg1/Hk2/Tpi1/Gapdh/Apoe/Gpi1/Ndufc2/Mif/Atp5b/Atp5l/Acat1/Pkm/Nmnat3/Nme6/Aldoc/Nme1/Atp5h/Gpd1/Atp5o/Atp5a1/Pgam1"	33
"GO:0006457"	"GO:0006457"	"protein folding"	"24/857"	"181/23843"	3.74455623957089e-08	3.00287132825939e-06	2.40993139333417e-06	"Hspe1/Hspa5/Pdia3/B2m/Pfdn4/Vbp1/Cct3/Dnaja1/Cct7/Chchd4/Hsp90b1/Calr/Hspa8/Cryab/Ppib/Nudcd3/P4hb/Pdia6/Hsp90aa1/Cct5/Emc2/St13/Cct8/Pfdn1"	24
"GO:0072350"	"GO:0072350"	"tricarboxylic acid metabolic process"	"11/857"	"38/23843"	6.00288488578385e-08	4.73089427808931e-06	3.79674298129886e-06	"Idh1/Fh1/Idh3g/Sdhb/Mdh2/Suclg1/Sdhd/Idh3a/Mdh1/Acly/Sdha"	11
"GO:0009165"	"GO:0009165"	"nucleotide biosynthetic process"	"32/857"	"306/23843"	7.25071556875024e-08	5.61746116351819e-06	4.50825044729609e-06	"Cox5b/Ramp1/Atp5c1/Ak1/Mtch2/Pgk1/Atp5f1/Papss1/Vcp/Nadk/Atp5k/Atp5j2/Hk2/Tpi1/Gapdh/Apoe/Gpi1/Ndufc2/Mif/Atp5b/Atp5l/Acat1/Pkm/Nmnat3/Nme6/Aldoc/Nme1/Atp5h/Gpd1/Atp5o/Atp5a1/Pgam1"	32
"GO:0015985"	"GO:0015985"	"energy coupled proton transport, down electrochemical gradient"	"9/857"	"25/23843"	1.16834234341313e-07	8.7549063143302e-06	7.02618303156991e-06	"Cox5b/Atp5c1/Atp5f1/Atp5k/Atp5b/Atp5l/Atp5h/Atp5o/Atp5a1"	9
"GO:0015986"	"GO:0015986"	"ATP synthesis coupled proton transport"	"9/857"	"25/23843"	1.16834234341313e-07	8.7549063143302e-06	7.02618303156991e-06	"Cox5b/Atp5c1/Atp5f1/Atp5k/Atp5b/Atp5l/Atp5h/Atp5o/Atp5a1"	9
"GO:1903362"	"GO:1903362"	"regulation of cellular protein catabolic process"	"26/857"	"222/23843"	1.31588003867225e-07	9.70143170446913e-06	7.78580973645636e-06	"Pdcl3/Psmd14/Bcap31/Sdcbp/Vcp/Alad/Cdkn2a/Atpif1/Atraid/Apoe/Sirt2/Ctsc/Cd81/Os9/Gabarapl2/Ldlr/Rdx/Anxa2/Gpx1/Rpl23/Plk2/Trib2/Hsp90aa1/Ube2v2/Dlgap1/Usp14"	26
"GO:0019674"	"GO:0019674"	"NAD metabolic process"	"11/857"	"41/23843"	1.42807072987353e-07	1.03614465178601e-05	8.3154995716111e-06	"Idh3g/Vcp/Nadk/Mdh2/Ldhb/Gpi1/Ldha/Idh3a/Nmnat3/Mdh1/Gpd1"	11
"GO:0050768"	"GO:0050768"	"negative regulation of neurogenesis"	"32/857"	"318/23843"	1.76013946795987e-07	1.25712461063196e-05	1.00889573122371e-05	"Tnr/Dync1i2/Pax6/B2m/Flna/Sox2/Eif4e/Id3/Cav1/Ptprz1/Ptn/Cntn4/Apoe/Sirt2/Inppl1/Zfp365/Calr/Ldlr/Thy1/Ptpn9/Sox9/Plk2/Id2/Sox11/Lgals1/Hes1/App/Olig2/Six3/Syt4/Ctnna1/Dpysl3"	32
"GO:0050821"	"GO:0050821"	"protein stabilization"	"21/857"	"155/23843"	1.81886449141205e-07	1.27908147542223e-05	1.02651704495077e-05	"Atp1b1/Hypk/Flna/Pfn2/Pdcd10/Cct3/Cdkn2a/Stx12/Cct7/Gapdh/Tcf3/Lamp1/Calr/Cryab/Ppib/Rpl23/Ccnh/Pik3r1/Hsp90aa1/Cct5/Cct8"	21
"GO:0051098"	"GO:0051098"	"regulation of binding"	"35/857"	"370/23843"	2.14002713979775e-07	1.48213091757811e-05	1.18947282012682e-05	"Hjurp/Ckmt1/B2m/S100a10/Larp7/Txn1/Cdkn2a/Id3/Cdc42/Eno1/Sri/Lrpap1/Hopx/Actb/Cav1/Camk1/Trim28/Apoe/Sirt2/Bax/Hmox1/Dph3/Aplp2/Anxa2/Nme1/Hnrnpk/Mef2c/Plk2/Id2/Sox11/Calm1/Eif3e/Tmbim6/Hes1/App"	35
"GO:0016999"	"GO:0016999"	"antibiotic metabolic process"	"18/857"	"118/23843"	2.24705913454855e-07	1.53303094089872e-05	1.23032224413224e-05	"Idh1/Prdx6/Fh1/Idh3g/Adh5/Prdx1/Sdhb/Mdh2/Cycs/Suclg1/Prdx2/Esd/Sdhd/Idh3a/Gpx1/Mdh1/Acly/Sdha"	18
"GO:0006413"	"GO:0006413"	"translational initiation"	"17/857"	"107/23843"	2.66330912288958e-07	1.79029205893063e-05	1.43678518471675e-05	"Ddx3x/Eif2s3x/Eif4e/Paip2b/Eif3k/Eif3f/Eif4g2/Eif4ebp1/Eif4a1/Eif1/Alkbh1/Eif3e/Eif3h/Eif4a2/Rps2/Eif2s3y/Ddx3y"	17
"GO:0042063"	"GO:0042063"	"gliogenesis"	"30/857"	"293/23843"	2.92241476622765e-07	1.93599389803284e-05	1.55371708013781e-05	"Serpine2/Dner/Dbi/Kcnj10/Pax6/Phgdh/Pou3f1/Rheb/Ptprz1/Ptn/Sirt2/Ndn/Zfp365/Nfix/Otx2/Ldlr/Trf/Cnp/Sox9/Ntrk2/Id2/Sox11/Etv5/Hes1/Gap43/App/Olig2/Olig1/Qk/Metrn"	30
"GO:0045454"	"GO:0045454"	"cell redox homeostasis"	"13/857"	"63/23843"	3.02799310414329e-07	1.97727949700557e-05	1.58685052149464e-05	"Txndc9/Prdx6/Pdia3/Txn1/Prdx1/Glrx3/Prdx2/Gpx1/P4hb/Txndc15/Pdia6/Dld/Txnl1"	13
"GO:0031647"	"GO:0031647"	"regulation of protein stability"	"27/857"	"249/23843"	3.6549335767288e-07	2.35305653228554e-05	1.88842750406225e-05	"Atp1b1/Hypk/Prnp/Flna/Pfn2/Pdcd10/Cct3/Cdkn2a/Stx12/Cdc42/Cct7/Gapdh/Psmd8/Cd81/Tcf3/Lamp1/Calr/Hspa8/Cryab/Ppib/Ctsh/Rpl23/Ccnh/Pik3r1/Hsp90aa1/Cct5/Cct8"	27
"GO:0010001"	"GO:0010001"	"glial cell differentiation"	"25/857"	"219/23843"	3.73217104930855e-07	2.36941025922075e-05	1.90155206240355e-05	"Serpine2/Dner/Kcnj10/Pax6/Phgdh/Pou3f1/Rheb/Ptprz1/Sirt2/Zfp365/Nfix/Otx2/Ldlr/Cnp/Sox9/Ntrk2/Id2/Sox11/Hes1/Gap43/App/Olig2/Olig1/Qk/Metrn"	25
"GO:0034404"	"GO:0034404"	"nucleobase-containing small molecule biosynthetic process"	"21/857"	"167/23843"	6.45375559613409e-07	4.04111189451081e-05	3.24316341060235e-05	"Txndc9/Pdcl3/Ak1/Mtch2/Pgk1/Vcp/Hk2/Tpi1/Gapdh/Gpi1/Ldha/Dctpp1/Mif/Nudt4/Pkm/Nme6/Aldoc/Nme1/Cnp/Gpd1/Pgam1"	21
"GO:0097193"	"GO:0097193"	"intrinsic apoptotic signaling pathway"	"29/857"	"291/23843"	8.04874963345468e-07	4.97173440196235e-05	3.99002737874674e-05	"Mtch2/Ndufs3/Serinc3/Ddx3x/Bcap31/Pdcd10/Dnaja1/Creb3/Cav1/Arl6ip5/Ybx3/Bax/Mif/Ndufa13/Hmox1/Uaca/Rps27l/Gpx1/Shisa5/Rpl26/Mybbp1a/Sept4/Mapt/Ddx5/P4hb/Hnrnpk/Pik3r1/Grina/Tmbim6"	29
"GO:0043161"	"GO:0043161"	"proteasome-mediated ubiquitin-dependent protein catabolic process"	"34/857"	"375/23843"	8.47608616866666e-07	5.16589198359671e-05	4.14584705934082e-05	"Hspa5/Psmb7/Bcap31/Psmb4/Psmd4/Sdcbp/Vcp/Psmb2/Fbxo2/Psmc2/Ube2s/Sirt2/Psmd8/Hsp90b1/Os9/Psmd7/Psmd6/Psmc6/Psmb5/Psmb6/Psmb3/Psmc5/Psmd12/Psma2/Plk2/Trib2/Psma6/Psma3/Psmc1/Pcbp2/Ube2v2/Psmd2/Psmb1/Usp14"	34
"GO:0045787"	"GO:0045787"	"positive regulation of cell cycle"	"32/857"	"343/23843"	9.53994660943183e-07	5.73777578312012e-05	4.60480802408171e-05	"Nusap1/Dynlt3/Ddx3x/Cks1b/Larp7/Eif4e/Anp32b/Cdkn2a/Rcc2/Pebp1/Fzd9/Asns/Chmp3/Ccnd2/Sirt2/Rps15a/Mif/Tcf3/Eif4ebp1/Calr/Rgcc/Rdx/Tmod3/Cdc25a/Rpl26/Mybbp1a/Rpl23/Ccnh/Id2/Hes1/App/Rpl17"	32
"GO:0072594"	"GO:0072594"	"establishment of protein localization to organelle"	"37/857"	"430/23843"	1.00347804887234e-06	5.95701059921487e-05	4.78075324719083e-05	"Psmb7/Mtch2/Arxes1/Sec62/Dnaja1/Txn1/Cdkn2a/Atpif1/Scarb2/Hk2/Cct7/Chchd4/Wbp11/Psmd8/Bax/Spcs2/Uqcrc2/Timm44/Lamp1/Ndufa13/Nutf2/Spcs1/Hspa8/Uaca/Zic1/Ppp2ca/Kpnb1/Mapt/Ddx5/Pik3r1/Hsp90aa1/Cct5/Srebf2/Hes1/Cct8/Six3/Ppp2r2b"	37
"GO:0045665"	"GO:0045665"	"negative regulation of neuron differentiation"	"26/857"	"247/23843"	1.05770838360567e-06	6.19844233520708e-05	4.97451243841533e-05	"Tnr/Dync1i2/Pax6/B2m/Flna/Sox2/Eif4e/Id3/Cav1/Ptprz1/Cntn4/Apoe/Inppl1/Zfp365/Calr/Thy1/Ptpn9/Sox9/Plk2/Id2/Lgals1/Hes1/App/Olig2/Six3/Dpysl3"	26
"GO:0006839"	"GO:0006839"	"mitochondrial transport"	"27/857"	"263/23843"	1.07759385157145e-06	6.20686993962516e-05	4.98127594781602e-05	"Cox5b/Psmb7/Mtch2/Slc25a5/Cdkn2a/Atpif1/Hk2/Chchd4/Wbp11/Psmd8/Bax/Uqcrc2/Slc25a3/Timm44/Slc25a4/Ndufa13/Cnp/Slc25a39/Hsp90aa1/Siva1/Tst/Srebf2/Slc25a1/Hes1/Atp5o/Mpc1/Ppp2r2b"	27
"GO:0010721"	"GO:0010721"	"negative regulation of cell development"	"33/857"	"362/23843"	1.08630408044194e-06	6.20686993962516e-05	4.98127594781602e-05	"Tnr/Dync1i2/Pax6/B2m/Flna/Sox2/Eif4e/Id3/Rcc2/Cav1/Ptprz1/Ptn/Cntn4/Apoe/Sirt2/Inppl1/Zfp365/Calr/Ldlr/Thy1/Ptpn9/Sox9/Plk2/Id2/Sox11/Lgals1/Hes1/App/Olig2/Six3/Syt4/Ctnna1/Dpysl3"	33
"GO:0048709"	"GO:0048709"	"oligodendrocyte differentiation"	"15/857"	"95/23843"	1.44620657084741e-06	8.1612472041278e-05	6.54974645796391e-05	"Kcnj10/Pax6/Rheb/Ptprz1/Sirt2/Zfp365/Otx2/Cnp/Sox9/Ntrk2/Id2/Hes1/Olig2/Olig1/Qk"	15
"GO:0006979"	"GO:0006979"	"response to oxidative stress"	"34/857"	"385/23843"	1.53629728732285e-06	8.5639206101863e-05	6.87290891697066e-05	"Idh1/Prdx6/Ndufs2/Prnp/Cst3/Dgkk/Car3/Pdcd10/Txn1/Cdkn2a/Prdx1/Mpv17/Chchd4/Arl6ip5/Lig1/Apoe/Sirt2/Psap/Ndufa12/Hmox1/Prdx2/Psmb5/Cryab/Uaca/Gpx1/Atox1/Nfe2l1/Mapt/P4hb/Fos/Etv5/App/Txnl1/Gstp1"	34
"GO:0050890"	"GO:0050890"	"cognition"	"29/857"	"303/23843"	1.8315868795309e-06	0.000100869682245009	8.09521911878908e-05	"Dbi/Tnr/Atp1a2/Pax6/Gatm/Prnp/Elavl4/Fzd9/Ptprz1/Ptn/Chl1/Slc6a1/Ccnd2/Apoe/S100b/Vdac3/Ldlr/Tmod2/Gm2a/C1ql1/Mapt/Ntrk2/Mef2c/Plk2/Ntan1/App/Cbr3/Syt4/Camk4"	29
"GO:0007611"	"GO:0007611"	"learning or memory"	"27/857"	"272/23843"	2.06362843810796e-06	0.000112295780840375	9.01221191329104e-05	"Dbi/Tnr/Atp1a2/Pax6/Gatm/Prnp/Elavl4/Fzd9/Ptprz1/Ptn/Slc6a1/Ccnd2/Apoe/S100b/Vdac3/Ldlr/Tmod2/Gm2a/C1ql1/Mapt/Ntrk2/Mef2c/Plk2/Ntan1/App/Syt4/Camk4"	27
"GO:0006090"	"GO:0006090"	"pyruvate metabolic process"	"15/857"	"98/23843"	2.16598608761971e-06	0.000116479087135408	9.34793995709557e-05	"Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Ldhb/Gpi1/Ldha/Mif/Pkm/Aldoc/Dld/Gpd1/Mpc1/Pgam1"	15
"GO:0006165"	"GO:0006165"	"nucleoside diphosphate phosphorylation"	"14/857"	"86/23843"	2.21741730452793e-06	0.000117858308127874	9.45862828186028e-05	"Ak1/Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Mif/Pkm/Nme6/Aldoc/Nme1/Gpd1/Pgam1"	14
"GO:1903829"	"GO:1903829"	"positive regulation of cellular protein localization"	"31/857"	"340/23843"	2.27730877497345e-06	0.000119650326556364	9.60244534879913e-05	"Psmb7/Prnp/Bcap31/Pdcd10/Cct3/Cdkn2a/Cdc42/Ptn/Cct7/Camk1/Wbp11/Psmd8/Epb41l2/Ank3/Oaz1/Nutf2/Gnl3/Rdx/Ptpn9/Uaca/Zic1/Mapt/Hnrnpk/Hsp90aa1/Cct5/Srebf2/Hes1/Cct8/Hnrnpm/Camk4/Abhd17b"	31
"GO:0006734"	"GO:0006734"	"NADH metabolic process"	"8/857"	"26/23843"	2.36762483540167e-06	0.000122981967302512	9.86982362604644e-05	"Idh3g/Vcp/Mdh2/Gpi1/Ldha/Idh3a/Mdh1/Gpd1"	8
"GO:0046939"	"GO:0046939"	"nucleotide phosphorylation"	"14/857"	"88/23843"	2.94053444924281e-06	0.000151024527724594	0.000121203578422368	"Ak1/Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Mif/Pkm/Nme6/Aldoc/Nme1/Gpd1/Pgam1"	14
"GO:0033108"	"GO:0033108"	"mitochondrial respiratory chain complex assembly"	"13/857"	"77/23843"	3.34200440217173e-06	0.000169736690248078	0.000136220881187936	"Ndufb11/Ndufa1/Ndufb6/Ndufb2/Ndufa9/Ndufa3/Ndufc2/Ndufa13/Ndufb7/Uqcrb/Ndufs4/Ndufa11/Ndufb8"	13
"GO:0032386"	"GO:0032386"	"regulation of intracellular transport"	"35/857"	"417/23843"	3.42521030718758e-06	0.000172050948507192	0.000138078171434919	"Psmb7/Prnp/Bcap31/Pfn2/Pdcd10/Txn1/Cdkn2a/Atpif1/Cdc42/Chmp3/Chchd4/Camk1/Wbp11/Psmd8/Ank3/Oaz1/Os9/Lamp1/Hmox1/Nutf2/Fez1/Cryab/Rdx/Uaca/Anxa2/Zic1/Ppp2ca/Mapt/Ddx5/Scfd1/Hsp90aa1/Srebf2/Hes1/Syt4/Camk4"	35
"GO:0046031"	"GO:0046031"	"ADP metabolic process"	"13/857"	"78/23843"	3.87986756701363e-06	0.000192770376617601	0.000154706389828862	"Ak1/Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Ldha/Mif/Pkm/Aldoc/Gpd1/Pgam1"	13
"GO:0044770"	"GO:0044770"	"cell cycle phase transition"	"33/857"	"384/23843"	3.92719551414284e-06	0.000193023770915558	0.000154909749482601	"Cenpf/Dgkz/Ddx3x/Cks1b/Larp7/Eif4e/Anp32b/Rps6/Cdkn2a/Rcc2/Ccnd2/Ube2s/Chmp2a/Cdkn1c/Tcf3/Eif4ebp1/Rgcc/Rdx/Tipin/Rps27l/Arpp19/Tmod3/Topbp1/Cdc25a/Rpl26/Plk2/Id2/Calm1/Rpl24/App/Six3/Calm2/Rpl17"	33
"GO:0044772"	"GO:0044772"	"mitotic cell cycle phase transition"	"31/857"	"350/23843"	4.14692107372449e-06	0.000201655066255262	0.000161836729472899	"Cenpf/Dgkz/Ddx3x/Cks1b/Larp7/Eif4e/Anp32b/Rps6/Cdkn2a/Rcc2/Ccnd2/Ube2s/Chmp2a/Cdkn1c/Tcf3/Eif4ebp1/Rgcc/Rdx/Rps27l/Arpp19/Tmod3/Topbp1/Cdc25a/Rpl26/Plk2/Id2/Calm1/Rpl24/App/Calm2/Rpl17"	31
"GO:0034976"	"GO:0034976"	"response to endoplasmic reticulum stress"	"23/857"	"219/23843"	4.53698240783719e-06	0.000218300490381303	0.000175195387161358	"Hspa5/Pdia3/Serinc3/Bcap31/Vcp/Creb3/Fbxo2/Psmc2/Tmem33/Bax/Hsp90b1/Os9/Psmc6/Uba5/Sdf2/Psmc5/P4hb/Pik3r1/Pdia6/Psmc1/Grina/Tmbim6/Usp14"	23
"GO:0009132"	"GO:0009132"	"nucleoside diphosphate metabolic process"	"15/857"	"104/23843"	4.63041191221059e-06	0.00022047513386161	0.000176940630636556	"Ak1/Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Ldha/Mif/Pkm/Nme6/Aldoc/Nme1/Gpd1/Pgam1"	15
"GO:0006739"	"GO:0006739"	"NADP metabolic process"	"9/857"	"37/23843"	4.82719998969064e-06	0.000227475578895628	0.000182558784200454	"Rpe/Nadk/Tpi1/Taldo1/Tkt/Cyb5r4/Dcxr/Nnt/Pgam1"	9
"GO:0031330"	"GO:0031330"	"negative regulation of cellular catabolic process"	"23/857"	"221/23843"	5.28505968863716e-06	0.000246510284048576	0.000197834941083786	"Pdcl3/Dbi/Mtch2/Cst3/Sdcbp/Alad/Rraga/Cdkn2a/Atraid/Sirt2/Eif4g2/Ptbp1/Os9/Hmox1/Gabarapl2/Fez1/Anxa2/Rpl23/Hnrnpa0/Scfd1/Pabpc1/Qk/Usp14"	23
"GO:0019058"	"GO:0019058"	"viral life cycle"	"21/857"	"191/23843"	5.71069705548055e-06	0.000263672689299006	0.000211608498015414	"Ddx3x/Chmp5/Vcp/Cav1/Chmp3/Trim28/Chmp2a/Apoe/Vta1/Smarcb1/Ctsb/Hspa8/Ppib/Top2a/Ddx5/P4hb/Pabpc1/Lgals1/Pcbp2/Vapa/Banf1"	21
"GO:2001242"	"GO:2001242"	"regulation of intrinsic apoptotic signaling pathway"	"19/857"	"162/23843"	6.16665194843906e-06	0.00028055987017159	0.000225161175729828	"Mtch2/Ndufs3/Serinc3/Ddx3x/Bcap31/Dnaja1/Creb3/Cav1/Ybx3/Bax/Mif/Ndufa13/Gpx1/Rpl26/Sept4/P4hb/Hnrnpk/Grina/Tmbim6"	19
"GO:0006364"	"GO:0006364"	"rRNA processing"	"21/857"	"192/23843"	6.1992008066792e-06	0.00028055987017159	0.000225161175729828	"Ncl/Rpl35/Rps21/Rps6/Cdkn2a/Rps8/Lyar/Wbp11/Rps16/Rps17/Ddx21/Rrp1/Rps24/Nhp2/Rpl26/Rpl27/Nsa2/Rpl35a/Wdr43/Rps14/Pdcd11"	21
"GO:0016032"	"GO:0016032"	"viral process"	"26/857"	"272/23843"	6.31659724577846e-06	0.000283070255004444	0.000227175865856945	"Ssb/Ddx3x/Chmp5/Vcp/Creb3/Rraga/Cav1/Chmp3/Trim28/Chmp2a/Apoe/Eif3f/Vta1/Smarcb1/Ptbp1/Ctsb/Hspa8/Ppib/Top2a/Ddx5/P4hb/Pabpc1/Lgals1/Pcbp2/Vapa/Banf1"	26
"GO:0045666"	"GO:0045666"	"positive regulation of neuron differentiation"	"35/857"	"432/23843"	7.45217633558376e-06	0.000330717456601489	0.000265414762692994	"Serpine2/Hspa5/Pax6/Sox2/Elavl4/Scarb2/Mmd2/Ptprz1/Ptn/Camk1/Apoe/Scn1b/Eif4g2/Ahi1/Mif/Ptbp1/Tcf3/Fez1/Tcf12/Nme1/Grn/Mapt/Tubb2b/Hnrnpk/Ntrk2/Mef2c/Sox11/Cntn1/Ube2v2/Etv5/Qk/Metrn/Syt4/Dpysl3/Tcf4"	35
"GO:0009135"	"GO:0009135"	"purine nucleoside diphosphate metabolic process"	"13/857"	"83/23843"	7.88899432922234e-06	0.000341204057991615	0.000273830704349106	"Ak1/Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Ldha/Mif/Pkm/Aldoc/Gpd1/Pgam1"	13
"GO:0009179"	"GO:0009179"	"purine ribonucleoside diphosphate metabolic process"	"13/857"	"83/23843"	7.88899432922234e-06	0.000341204057991615	0.000273830704349106	"Ak1/Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Ldha/Mif/Pkm/Aldoc/Gpd1/Pgam1"	13
"GO:0009166"	"GO:0009166"	"nucleotide catabolic process"	"16/857"	"122/23843"	7.91241088320086e-06	0.000341204057991615	0.000273830704349106	"Mtch2/Pgk1/Vcp/Hk2/Tpi1/Gapdh/Gpi1/Ldha/Dctpp1/Mif/Nudt4/Pkm/Aldoc/Cnp/Gpd1/Pgam1"	16
"GO:1990000"	"GO:1990000"	"amyloid fibril formation"	"6/857"	"15/23843"	8.02813390516942e-06	0.000342958879257284	0.00027523902272027	"Cdkn2a/Apoe/Ldlr/Cryab/Mapt/App"	6
"GO:0019359"	"GO:0019359"	"nicotinamide nucleotide biosynthetic process"	"13/857"	"84/23843"	9.03001017874923e-06	0.000381650073375636	0.000306290344324999	"Mtch2/Pgk1/Nadk/Hk2/Tpi1/Gapdh/Gpi1/Mif/Pkm/Nmnat3/Aldoc/Gpd1/Pgam1"	13
"GO:0042255"	"GO:0042255"	"ribosome assembly"	"12/857"	"72/23843"	9.10082213912587e-06	0.000381650073375636	0.000306290344324999	"Rpl12/Ddx3x/Rpl10/Rpl6/Rps17/Rps27l/Rpl23a/Rpl38/Rpl24/Rps2/Gm10036/Rps14"	12
"GO:0044403"	"GO:0044403"	"symbiont process"	"30/857"	"347/23843"	9.49817737592542e-06	0.000394692443503228	0.000316757398613398	"Ssb/Ddx3x/Rab9/Chmp5/Vcp/Creb3/Rraga/Cav1/Chmp3/Gapdh/Trim28/Chmp2a/Apoe/Eif3f/Vta1/Smarcb1/Ptbp1/Ctsb/Hspa8/Ppib/Anxa2/Gpx1/Top2a/Ddx5/P4hb/Pabpc1/Lgals1/Pcbp2/Vapa/Banf1"	30
"GO:0009108"	"GO:0009108"	"coenzyme biosynthetic process"	"19/857"	"168/23843"	1.04766598646624e-05	0.000431430740913261	0.000346241437917009	"Mtch2/Pgk1/Atpif1/Nadk/Hk2/Tpi1/Gapdh/Ndufa9/Gpi1/Mif/Acat1/Pkm/Nmnat3/Aldoc/Acly/Dld/Gpd1/Mpc1/Pgam1"	19
"GO:0009895"	"GO:0009895"	"negative regulation of catabolic process"	"25/857"	"264/23843"	1.11314267155215e-05	0.00045430135282722	0.000364596072402184	"Pdcl3/Serpine2/Dbi/Mtch2/Cst3/Flna/Sdcbp/Alad/Rraga/Cdkn2a/Atraid/Sirt2/Eif4g2/Ptbp1/Os9/Hmox1/Gabarapl2/Fez1/Anxa2/Rpl23/Hnrnpa0/Scfd1/Pabpc1/Qk/Usp14"	25
"GO:0072655"	"GO:0072655"	"establishment of protein localization to mitochondrion"	"18/857"	"155/23843"	1.23316324420781e-05	0.000498830901705655	0.000400332920918884	"Psmb7/Mtch2/Dnaja1/Cdkn2a/Atpif1/Hk2/Chchd4/Wbp11/Psmd8/Bax/Uqcrc2/Timm44/Ndufa13/Mapt/Hsp90aa1/Srebf2/Hes1/Ppp2r2b"	18
"GO:0009185"	"GO:0009185"	"ribonucleoside diphosphate metabolic process"	"13/857"	"87/23843"	1.33718705906502e-05	0.000531502786694452	0.00042655349206788	"Ak1/Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Ldha/Mif/Pkm/Aldoc/Gpd1/Pgam1"	13
"GO:0019363"	"GO:0019363"	"pyridine nucleotide biosynthetic process"	"13/857"	"87/23843"	1.33718705906502e-05	0.000531502786694452	0.00042655349206788	"Mtch2/Pgk1/Nadk/Hk2/Tpi1/Gapdh/Gpi1/Mif/Pkm/Nmnat3/Aldoc/Gpd1/Pgam1"	13
