"status"	"family"	"pval"	"qval"	"id"	"symbol"	"gene_short_name"	"gene_id"	"num_cells_expressed"	"use_for_ordering"
"ENSMUSG00000028229"	"OK"	"negbinomial.size"	8.02207631722623e-36	1.39602054347261e-34	"ENSMUSG00000028229"	"Rmdn1"	"Rmdn1"	"ENSMUSG00000028229"	8820	FALSE
"ENSMUSG00000073987"	"OK"	"negbinomial.size"	4.64359945008113e-63	1.44937998867763e-61	"ENSMUSG00000073987"	"Ggh"	"Ggh"	"ENSMUSG00000073987"	18441	FALSE
"ENSMUSG00000071014"	"OK"	"negbinomial.size"	1.69920847379529e-49	4.14814607826985e-48	"ENSMUSG00000071014"	"Ndufb6"	"Ndufb6"	"ENSMUSG00000071014"	27092	FALSE
"ENSMUSG00000028410"	"OK"	"negbinomial.size"	2.71675288728127e-49	6.60115853656875e-48	"ENSMUSG00000028410"	"Dnaja1"	"Dnaja1"	"ENSMUSG00000028410"	27207	FALSE
"ENSMUSG00000028419"	"OK"	"negbinomial.size"	1.68103855894364e-154	1.55846283068733e-152	"ENSMUSG00000028419"	"Chmp5"	"Chmp5"	"ENSMUSG00000028419"	23012	FALSE
"ENSMUSG00000028447"	"OK"	"negbinomial.size"	3.12096175974971e-48	7.35385467596093e-47	"ENSMUSG00000028447"	"Dctn3"	"Dctn3"	"ENSMUSG00000028447"	24747	FALSE
"ENSMUSG00000073876"	"OK"	"negbinomial.size"	3.31069025882092e-249	5.79370795293661e-247	"ENSMUSG00000073876"	"Gm13305"	"Gm13305"	"ENSMUSG00000073876"	907	FALSE
"ENSMUSG00000028466"	"OK"	"negbinomial.size"	4.38336668752647e-46	9.69757615883874e-45	"ENSMUSG00000028466"	"Creb3"	"Creb3"	"ENSMUSG00000028466"	11640	FALSE
"ENSMUSG00000028470"	"OK"	"negbinomial.size"	3.96305866601459e-69	1.39965167172738e-67	"ENSMUSG00000028470"	"Hint2"	"Hint2"	"ENSMUSG00000028470"	17210	FALSE
"ENSMUSG00000028478"	"OK"	"negbinomial.size"	2.61008851331453e-43	5.38438789336077e-42	"ENSMUSG00000028478"	"Clta"	"Clta"	"ENSMUSG00000028478"	26968	FALSE
"ENSMUSG00000015247"	"OK"	"negbinomial.size"	4.31097542053283e-36	7.5782666111511e-35	"ENSMUSG00000015247"	"Nipsnap3b"	"Nipsnap3b"	"ENSMUSG00000015247"	16357	FALSE
"ENSMUSG00000015243"	"OK"	"negbinomial.size"	8.36989266713986e-42	1.67774875535011e-40	"ENSMUSG00000015243"	"Abca1"	"Abca1"	"ENSMUSG00000015243"	1733	TRUE
"ENSMUSG00000028367"	"OK"	"negbinomial.size"	3.98841143746463e-270	8.0674685894171e-268	"ENSMUSG00000028367"	"Txn1"	"Txn1"	"ENSMUSG00000028367"	27569	TRUE
"ENSMUSG00000028393"	"OK"	"negbinomial.size"	1.13211986845001e-41	2.25771663906645e-40	"ENSMUSG00000028393"	"Alad"	"Alad"	"ENSMUSG00000028393"	12635	FALSE
"ENSMUSG00000039105"	"OK"	"negbinomial.size"	2.17150058020599e-194	2.74968467778117e-192	"ENSMUSG00000039105"	"Atp6v1g1"	"Atp6v1g1"	"ENSMUSG00000039105"	27303	FALSE
"ENSMUSG00000070934"	"OK"	"negbinomial.size"	9.63528234390099e-123	6.61099218089242e-121	"ENSMUSG00000070934"	"Rraga"	"Rraga"	"ENSMUSG00000070934"	21803	FALSE
"ENSMUSG00000028495"	"OK"	"negbinomial.size"	1.45141801053325e-48	3.44076644049549e-47	"ENSMUSG00000028495"	"Rps6"	"Rps6"	"ENSMUSG00000028495"	27570	FALSE
"ENSMUSG00000044303"	"OK"	"negbinomial.size"	2.17302090500428e-182	2.64412504651889e-180	"ENSMUSG00000044303"	"Cdkn2a"	"Cdkn2a"	"ENSMUSG00000044303"	14539	TRUE
"ENSMUSG00000028618"	"OK"	"negbinomial.size"	1.20645092537234e-208	1.7726861474221e-206	"ENSMUSG00000028618"	"Tmem59"	"Tmem59"	"ENSMUSG00000028618"	25677	TRUE
"ENSMUSG00000028610"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000028610"	"Dmrtb1"	"Dmrtb1"	"ENSMUSG00000028610"	13034	TRUE
"ENSMUSG00000063800"	"OK"	"negbinomial.size"	6.72030495998093e-48	1.55064814446967e-46	"ENSMUSG00000063800"	"Prpf38a"	"Prpf38a"	"ENSMUSG00000063800"	17831	FALSE
"ENSMUSG00000028546"	"OK"	"negbinomial.size"	7.98812323603558e-75	3.10261893768714e-73	"ENSMUSG00000028546"	"Elavl4"	"Elavl4"	"ENSMUSG00000028546"	9283	TRUE
"ENSMUSG00000063882"	"OK"	"negbinomial.size"	5.35639846735545e-78	2.16690665270288e-76	"ENSMUSG00000063882"	"Uqcrh"	"Uqcrh"	"ENSMUSG00000063882"	27543	FALSE
"ENSMUSG00000028691"	"OK"	"negbinomial.size"	4.70065764752795e-306	1.14394910719137e-303	"ENSMUSG00000028691"	"Prdx1"	"Prdx1"	"ENSMUSG00000028691"	27506	FALSE
"ENSMUSG00000033379"	"OK"	"negbinomial.size"	1.5860807173763e-146	1.38877127292844e-144	"ENSMUSG00000033379"	"Atp6v0b"	"Atp6v0b"	"ENSMUSG00000033379"	26720	FALSE
"ENSMUSG00000090125"	"OK"	"negbinomial.size"	3.83461016944535e-63	1.19927818050424e-61	"ENSMUSG00000090125"	"Pou3f1"	"Pou3f1"	"ENSMUSG00000090125"	3936	TRUE
"ENSMUSG00000028837"	"OK"	"negbinomial.size"	5.20493695658594e-72	1.93477071834907e-70	"ENSMUSG00000028837"	"Psmb2"	"Psmb2"	"ENSMUSG00000028837"	27050	FALSE
"ENSMUSG00000028795"	"OK"	"negbinomial.size"	1.55974894990711e-51	3.96945913313778e-50	"ENSMUSG00000028795"	"Ccdc28b"	"Ccdc28b"	"ENSMUSG00000028795"	17341	FALSE
"ENSMUSG00000054428"	"OK"	"negbinomial.size"	5.09130135958858e-115	3.19746043046742e-113	"ENSMUSG00000054428"	"Atpif1"	"Atpif1"	"ENSMUSG00000054428"	27527	FALSE
"ENSMUSG00000028879"	"OK"	"negbinomial.size"	1.02908956848882e-43	2.14853485646292e-42	"ENSMUSG00000028879"	"Stx12"	"Stx12"	"ENSMUSG00000028879"	21846	FALSE
"ENSMUSG00000007872"	"OK"	"negbinomial.size"	8.22833863596969e-40	1.59596979147233e-38	"ENSMUSG00000007872"	"Id3"	"Id3"	"ENSMUSG00000007872"	22996	TRUE
"ENSMUSG00000006699"	"OK"	"negbinomial.size"	4.57165940661222e-118	2.9545060273023e-116	"ENSMUSG00000006699"	"Cdc42"	"Cdc42"	"ENSMUSG00000006699"	27186	FALSE
"ENSMUSG00000028757"	"OK"	"negbinomial.size"	1.42754218330481e-52	3.73053179613631e-51	"ENSMUSG00000028757"	"Ddost"	"Ddost"	"ENSMUSG00000028757"	22511	FALSE
"ENSMUSG00000050608"	"OK"	"negbinomial.size"	7.28746033780885e-45	1.57423293705094e-43	"ENSMUSG00000050608"	"Minos1"	"Minos1"	"ENSMUSG00000050608"	27508	FALSE
"ENSMUSG00000009863"	"OK"	"negbinomial.size"	1.51616076974731e-73	5.78779509529762e-72	"ENSMUSG00000009863"	"Sdhb"	"Sdhb"	"ENSMUSG00000009863"	27200	FALSE
"ENSMUSG00000029001"	"OK"	"negbinomial.size"	2.13266377657474e-43	4.41118702790858e-42	"ENSMUSG00000029001"	"Fbxo44"	"Fbxo44"	"ENSMUSG00000029001"	10924	FALSE
"ENSMUSG00000041556"	"OK"	"negbinomial.size"	1.22020408668603e-49	2.99758338330203e-48	"ENSMUSG00000041556"	"Fbxo2"	"Fbxo2"	"ENSMUSG00000041556"	4921	TRUE
"ENSMUSG00000029064"	"OK"	"negbinomial.size"	1.78928049863151e-39	3.45741786916871e-38	"ENSMUSG00000029064"	"Gnb1"	"Gnb1"	"ENSMUSG00000029064"	26824	TRUE
"ENSMUSG00000042116"	"OK"	"negbinomial.size"	8.28020424048372e-52	2.12812179943125e-50	"ENSMUSG00000042116"	"Vwa1"	"Vwa1"	"ENSMUSG00000042116"	3772	TRUE
"ENSMUSG00000003161"	"OK"	"negbinomial.size"	1.21003681786119e-41	2.40693785928327e-40	"ENSMUSG00000003161"	"Sri"	"Sri"	"ENSMUSG00000003161"	22775	FALSE
"ENSMUSG00000028932"	"OK"	"negbinomial.size"	1.08547681849635e-51	2.77152482755422e-50	"ENSMUSG00000028932"	"Psmc2"	"Psmc2"	"ENSMUSG00000028932"	23753	FALSE
"ENSMUSG00000106379"	"OK"	"negbinomial.size"	1.31283984141221e-156	1.23924124424213e-154	"ENSMUSG00000106379"	"Lhfpl3"	"Lhfpl3"	"ENSMUSG00000106379"	10205	TRUE
"ENSMUSG00000028945"	"OK"	"negbinomial.size"	1.18335427442855e-118	7.74400959001037e-117	"ENSMUSG00000028945"	"Rheb"	"Rheb"	"ENSMUSG00000028945"	26205	FALSE
"ENSMUSG00000059447"	"OK"	"negbinomial.size"	1.75218275956465e-50	4.35251140035398e-49	"ENSMUSG00000059447"	"Hadhb"	"Hadhb"	"ENSMUSG00000059447"	20849	FALSE
"ENSMUSG00000013622"	"OK"	"negbinomial.size"	4.81663553802922e-96	2.46773350344754e-94	"ENSMUSG00000013622"	"Atraid"	"Atraid"	"ENSMUSG00000013622"	22333	FALSE
"ENSMUSG00000107283"	"OK"	"negbinomial.size"	2.39182131081074e-37	4.37751080092564e-36	"ENSMUSG00000107283"	"Mpv17"	"Mpv17"	"ENSMUSG00000107283"	11099	FALSE
"ENSMUSG00000029103"	"OK"	"negbinomial.size"	1.53948442037296e-90	7.17888318781701e-89	"ENSMUSG00000029103"	"Lrpap1"	"Lrpap1"	"ENSMUSG00000029103"	15666	FALSE
"ENSMUSG00000029126"	"OK"	"negbinomial.size"	4.15387738023637e-77	1.64622494140411e-75	"ENSMUSG00000029126"	"Nsg1"	"Nsg1"	"ENSMUSG00000029126"	19944	TRUE
"ENSMUSG00000067365"	"OK"	"negbinomial.size"	1.69940245953095e-53	4.53222488136892e-52	"ENSMUSG00000067365"	"Tmem128"	"Tmem128"	"ENSMUSG00000067365"	13853	FALSE
"ENSMUSG00000107102"	"OK"	"negbinomial.size"	1.79198489229948e-37	3.29129300678825e-36	"ENSMUSG00000107102"	"Gm42726"	"Gm42726"	"ENSMUSG00000107102"	605	FALSE
"ENSMUSG00000029223"	"OK"	"negbinomial.size"	7.05395673533382e-46	1.55177084961616e-44	"ENSMUSG00000029223"	"Uchl1"	"Uchl1"	"ENSMUSG00000029223"	19342	TRUE
"ENSMUSG00000037720"	"OK"	"negbinomial.size"	1.64299405713891e-43	3.4119509919918e-42	"ENSMUSG00000037720"	"Tmem33"	"Tmem33"	"ENSMUSG00000037720"	20213	FALSE
"ENSMUSG00000059325"	"OK"	"negbinomial.size"	1.79141972418565e-39	3.45741786916871e-38	"ENSMUSG00000059325"	"Hopx"	"Hopx"	"ENSMUSG00000059325"	6585	TRUE
"ENSMUSG00000029245"	"OK"	"negbinomial.size"	5.8929133057545e-48	1.36580542763581e-46	"ENSMUSG00000029245"	"Epha5"	"Epha5"	"ENSMUSG00000029245"	14692	TRUE
"ENSMUSG00000029426"	"OK"	"negbinomial.size"	3.61774495015566e-51	9.14713922056403e-50	"ENSMUSG00000029426"	"Scarb2"	"Scarb2"	"ENSMUSG00000029426"	14029	FALSE
"ENSMUSG00000029304"	"OK"	"negbinomial.size"	1.46536873126683e-47	3.36128394543165e-46	"ENSMUSG00000029304"	"Spp1"	"Spp1"	"ENSMUSG00000029304"	6706	TRUE
"ENSMUSG00000041697"	"OK"	"negbinomial.size"	5.984441862202e-106	3.40174021911665e-104	"ENSMUSG00000041697"	"Cox6a1"	"Cox6a1"	"ENSMUSG00000041697"	27561	FALSE
"ENSMUSG00000067274"	"OK"	"negbinomial.size"	1.2383869572306e-59	3.59178340016137e-58	"ENSMUSG00000067274"	"Rplp0"	"Rplp0"	"ENSMUSG00000067274"	27574	FALSE
"ENSMUSG00000032959"	"OK"	"negbinomial.size"	1.11706680266367e-114	6.95932618059465e-113	"ENSMUSG00000032959"	"Pebp1"	"Pebp1"	"ENSMUSG00000032959"	27536	FALSE
"ENSMUSG00000029462"	"OK"	"negbinomial.size"	3.39510611905266e-66	1.1323078758939e-64	"ENSMUSG00000029462"	"Vps29"	"Vps29"	"ENSMUSG00000029462"	25694	FALSE
"ENSMUSG00000029465"	"OK"	"negbinomial.size"	4.20198402361636e-91	1.97126208336822e-89	"ENSMUSG00000029465"	"Arpc3"	"Arpc3"	"ENSMUSG00000029465"	25565	FALSE
"ENSMUSG00000008348"	"OK"	"negbinomial.size"	8.43988255955098e-171	9.38936934750047e-169	"ENSMUSG00000008348"	"Ubc"	"Ubc"	"ENSMUSG00000008348"	27048	TRUE
"ENSMUSG00000049551"	"OK"	"negbinomial.size"	1.25060643767071e-36	2.23887301916337e-35	"ENSMUSG00000049551"	"Fzd9"	"Fzd9"	"ENSMUSG00000049551"	5704	TRUE
"ENSMUSG00000019179"	"OK"	"negbinomial.size"	1.77512910344832e-105	9.87415563793127e-104	"ENSMUSG00000019179"	"Mdh2"	"Mdh2"	"ENSMUSG00000019179"	27262	FALSE
"ENSMUSG00000019494"	"OK"	"negbinomial.size"	1.39987897278875e-35	2.41719678505375e-34	"ENSMUSG00000019494"	"Cops6"	"Cops6"	"ENSMUSG00000019494"	25443	FALSE
"ENSMUSG00000039533"	"OK"	"negbinomial.size"	5.28646067947741e-46	1.16789539124625e-44	"ENSMUSG00000039533"	"Mmd2"	"Mmd2"	"ENSMUSG00000039533"	6275	TRUE
"ENSMUSG00000029580"	"OK"	"negbinomial.size"	7.52831898979233e-101	4.01553315979505e-99	"ENSMUSG00000029580"	"Actb"	"Actb"	"ENSMUSG00000029580"	27576	TRUE
"ENSMUSG00000038722"	"OK"	"negbinomial.size"	2.40429324060248e-38	4.55557995406127e-37	"ENSMUSG00000038722"	"Bud31"	"Bud31"	"ENSMUSG00000038722"	24132	FALSE
"ENSMUSG00000038690"	"OK"	"negbinomial.size"	3.76838412710214e-48	8.83924439452046e-47	"ENSMUSG00000038690"	"Atp5j2"	"Atp5j2"	"ENSMUSG00000038690"	27540	FALSE
"ENSMUSG00000029641"	"OK"	"negbinomial.size"	1.68792186316598e-229	2.73847739779272e-227	"ENSMUSG00000029641"	"Rasl11a"	"Rasl11a"	"ENSMUSG00000029641"	11532	TRUE
"ENSMUSG00000029649"	"OK"	"negbinomial.size"	2.02309823860038e-47	4.62019869005878e-46	"ENSMUSG00000029649"	"Pomp"	"Pomp"	"ENSMUSG00000029649"	27232	FALSE
"ENSMUSG00000029752"	"OK"	"negbinomial.size"	9.74398809727095e-90	4.51674448258914e-88	"ENSMUSG00000029752"	"Asns"	"Asns"	"ENSMUSG00000029752"	15845	TRUE
"ENSMUSG00000029632"	"OK"	"negbinomial.size"	1.42294696254027e-48	3.37841447279949e-47	"ENSMUSG00000029632"	"Ndufa4"	"Ndufa4"	"ENSMUSG00000029632"	27564	FALSE
"ENSMUSG00000015733"	"OK"	"negbinomial.size"	8.68728550525585e-72	3.21388293929596e-70	"ENSMUSG00000015733"	"Capza2"	"Capza2"	"ENSMUSG00000015733"	26162	FALSE
"ENSMUSG00000068748"	"OK"	"negbinomial.size"	2.81437788291331e-224	4.38339355263748e-222	"ENSMUSG00000068748"	"Ptprz1"	"Ptprz1"	"ENSMUSG00000068748"	27195	TRUE
"ENSMUSG00000020440"	"OK"	"negbinomial.size"	2.27521023022219e-60	6.73695804861419e-59	"ENSMUSG00000020440"	"Arf5"	"Arf5"	"ENSMUSG00000020440"	27121	FALSE
"ENSMUSG00000004285"	"OK"	"negbinomial.size"	2.23645775768984e-40	4.37049304592462e-39	"ENSMUSG00000004285"	"Atp6v1f"	"Atp6v1f"	"ENSMUSG00000004285"	25326	FALSE
"ENSMUSG00000029838"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000029838"	"Ptn"	"Ptn"	"ENSMUSG00000029838"	27539	TRUE
"ENSMUSG00000002416"	"OK"	"negbinomial.size"	4.83984326432118e-55	1.31554203912395e-53	"ENSMUSG00000002416"	"Ndufb2"	"Ndufb2"	"ENSMUSG00000002416"	26937	FALSE
"ENSMUSG00000039347"	"OK"	"negbinomial.size"	2.39031279602766e-42	4.84123820521856e-41	"ENSMUSG00000039347"	"Atp6v0e2"	"Atp6v0e2"	"ENSMUSG00000039347"	23373	FALSE
"ENSMUSG00000029810"	"OK"	"negbinomial.size"	6.26360935358769e-271	1.28362783792274e-268	"ENSMUSG00000029810"	"Tmem176b"	"Tmem176b"	"ENSMUSG00000029810"	22856	TRUE
"ENSMUSG00000023367"	"OK"	"negbinomial.size"	2.59040026583819e-114	1.60738980639163e-112	"ENSMUSG00000023367"	"Tmem176a"	"Tmem176a"	"ENSMUSG00000023367"	15934	TRUE
"ENSMUSG00000063694"	"OK"	"negbinomial.size"	3.30382470644324e-86	1.47441460753162e-84	"ENSMUSG00000063694"	"Cycs"	"Cycs"	"ENSMUSG00000063694"	27457	TRUE
"ENSMUSG00000004980"	"OK"	"negbinomial.size"	4.68930414280751e-81	1.98467152239747e-79	"ENSMUSG00000004980"	"Hnrnpa2b1"	"Hnrnpa2b1"	"ENSMUSG00000004980"	27390	TRUE
"ENSMUSG00000004535"	"OK"	"negbinomial.size"	2.16033370434691e-36	3.83662456615772e-35	"ENSMUSG00000004535"	"Tax1bp1"	"Tax1bp1"	"ENSMUSG00000004535"	22842	FALSE
"ENSMUSG00000043496"	"OK"	"negbinomial.size"	4.54755779471056e-42	9.1627700714899e-41	"ENSMUSG00000043496"	"Tril"	"Tril"	"ENSMUSG00000043496"	11501	TRUE
"ENSMUSG00000004633"	"OK"	"negbinomial.size"	1.32116879079782e-109	7.73579094611883e-108	"ENSMUSG00000004633"	"Chn2"	"Chn2"	"ENSMUSG00000004633"	12090	TRUE
"ENSMUSG00000055430"	"OK"	"negbinomial.size"	2.36342060550641e-151	2.15264771524926e-149	"ENSMUSG00000055430"	"Nap1l5"	"Nap1l5"	"ENSMUSG00000055430"	20287	TRUE
"ENSMUSG00000052738"	"OK"	"negbinomial.size"	8.50011069399282e-65	2.76964903888992e-63	"ENSMUSG00000052738"	"Suclg1"	"Suclg1"	"ENSMUSG00000052738"	25432	FALSE
"ENSMUSG00000030007"	"OK"	"negbinomial.size"	9.57129349465066e-60	2.79162726927311e-58	"ENSMUSG00000030007"	"Cct7"	"Cct7"	"ENSMUSG00000030007"	26818	FALSE
"ENSMUSG00000033174"	"OK"	"negbinomial.size"	3.97852410726861e-62	1.21501005824919e-60	"ENSMUSG00000033174"	"Mgll"	"Mgll"	"ENSMUSG00000033174"	4746	TRUE
"ENSMUSG00000035199"	"OK"	"negbinomial.size"	1.96572224740163e-77	7.83021074252695e-76	"ENSMUSG00000035199"	"Arl6ip5"	"Arl6ip5"	"ENSMUSG00000035199"	20850	FALSE
"ENSMUSG00000030077"	"OK"	"negbinomial.size"	4.61106157897682e-151	4.17542349375372e-149	"ENSMUSG00000030077"	"Chl1"	"Chl1"	"ENSMUSG00000030077"	13357	TRUE
"ENSMUSG00000064293"	"OK"	"negbinomial.size"	1.17805494226834e-44	2.52035792937218e-43	"ENSMUSG00000064293"	"Cntn4"	"Cntn4"	"ENSMUSG00000064293"	446	TRUE
"ENSMUSG00000030272"	"OK"	"negbinomial.size"	1.79095316668383e-65	5.86010411157577e-64	"ENSMUSG00000030272"	"Camk1"	"Camk1"	"ENSMUSG00000030272"	19046	TRUE
"ENSMUSG00000079426"	"OK"	"negbinomial.size"	5.85356060676508e-58	1.66671309781291e-56	"ENSMUSG00000079426"	"Arpc4"	"Arpc4"	"ENSMUSG00000079426"	24013	FALSE
"ENSMUSG00000030310"	"OK"	"negbinomial.size"	4.84648819401533e-49	1.17211263387871e-47	"ENSMUSG00000030310"	"Slc6a1"	"Slc6a1"	"ENSMUSG00000030310"	20494	TRUE
"ENSMUSG00000030315"	"OK"	"negbinomial.size"	2.01896540154598e-36	3.58965595080806e-35	"ENSMUSG00000030315"	"Vgll4"	"Vgll4"	"ENSMUSG00000030315"	21173	FALSE
"ENSMUSG00000057841"	"OK"	"negbinomial.size"	9.93837835626939e-55	2.69200422432862e-53	"ENSMUSG00000057841"	"Rpl32"	"Rpl32"	"ENSMUSG00000057841"	27577	FALSE
"ENSMUSG00000023456"	"OK"	"negbinomial.size"	4.21514439797673e-67	1.44287635161511e-65	"ENSMUSG00000023456"	"Tpi1"	"Tpi1"	"ENSMUSG00000023456"	25531	TRUE
"ENSMUSG00000057666"	"OK"	"negbinomial.size"	4.1149392673286e-35	7.03514589337464e-34	"ENSMUSG00000057666"	"Gapdh"	"Gapdh"	"ENSMUSG00000057666"	27517	TRUE
"ENSMUSG00000030342"	"OK"	"negbinomial.size"	2.32725792980296e-189	2.87674938545088e-187	"ENSMUSG00000030342"	"Cd9"	"Cd9"	"ENSMUSG00000030342"	21739	TRUE
"ENSMUSG00000000399"	"OK"	"negbinomial.size"	4.8558018404675e-151	4.3716250673573e-149	"ENSMUSG00000000399"	"Ndufa9"	"Ndufa9"	"ENSMUSG00000000399"	23791	FALSE
"ENSMUSG00000000184"	"OK"	"negbinomial.size"	8.3849245284481e-49	2.00915691585506e-47	"ENSMUSG00000000184"	"Ccnd2"	"Ccnd2"	"ENSMUSG00000000184"	27260	TRUE
"ENSMUSG00000060032"	"OK"	"negbinomial.size"	6.80343464720308e-81	2.8716394208723e-79	"ENSMUSG00000060032"	"H2afj"	"H2afj"	"ENSMUSG00000060032"	25599	TRUE
"ENSMUSG00000030246"	"OK"	"negbinomial.size"	1.45255299877326e-321	3.77056078936664e-319	"ENSMUSG00000030246"	"Ldhb"	"Ldhb"	"ENSMUSG00000030246"	25218	TRUE
"ENSMUSG00000035674"	"OK"	"negbinomial.size"	1.57229248946763e-36	2.80188278300439e-35	"ENSMUSG00000035674"	"Ndufa3"	"Ndufa3"	"ENSMUSG00000035674"	27356	FALSE
"ENSMUSG00000030432"	"OK"	"negbinomial.size"	3.31246492201626e-87	1.50412947989514e-85	"ENSMUSG00000030432"	"Rpl28"	"Rpl28"	"ENSMUSG00000030432"	27563	FALSE
"ENSMUSG00000033916"	"OK"	"negbinomial.size"	7.2010910189814e-37	1.30263638351493e-35	"ENSMUSG00000033916"	"Chmp2a"	"Chmp2a"	"ENSMUSG00000033916"	25862	FALSE
"ENSMUSG00000002985"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000002985"	"Apoe"	"Apoe"	"ENSMUSG00000002985"	17077	TRUE
"ENSMUSG00000054793"	"OK"	"negbinomial.size"	2.70840969645424e-44	5.7159188377066e-43	"ENSMUSG00000054793"	"Cadm4"	"Cadm4"	"ENSMUSG00000054793"	10742	TRUE
"ENSMUSG00000037563"	"OK"	"negbinomial.size"	1.70638720716893e-37	3.14148708648418e-36	"ENSMUSG00000037563"	"Rps16"	"Rps16"	"ENSMUSG00000037563"	27577	FALSE
"ENSMUSG00000015149"	"OK"	"negbinomial.size"	1.79434755907666e-87	8.17162667620438e-86	"ENSMUSG00000015149"	"Sirt2"	"Sirt2"	"ENSMUSG00000015149"	19119	TRUE
"ENSMUSG00000053565"	"OK"	"negbinomial.size"	2.24105739091873e-35	3.85259038229131e-34	"ENSMUSG00000053565"	"Eif3k"	"Eif3k"	"ENSMUSG00000053565"	25922	FALSE
"ENSMUSG00000030591"	"OK"	"negbinomial.size"	7.74622266073602e-36	1.35103491535233e-34	"ENSMUSG00000030591"	"Psmd8"	"Psmd8"	"ENSMUSG00000030591"	25834	FALSE
"ENSMUSG00000006095"	"OK"	"negbinomial.size"	4.42178716125912e-36	7.76429932769006e-35	"ENSMUSG00000006095"	"Tbcb"	"Tbcb"	"ENSMUSG00000006095"	25827	FALSE
"ENSMUSG00000036835"	"OK"	"negbinomial.size"	1.97888603738573e-54	5.35089410282686e-53	"ENSMUSG00000036835"	"Psenen"	"Psenen"	"ENSMUSG00000036835"	25085	FALSE
"ENSMUSG00000036751"	"OK"	"negbinomial.size"	5.08935183703626e-162	5.11397773302192e-160	"ENSMUSG00000036751"	"Cox6b1"	"Cox6b1"	"ENSMUSG00000036751"	27567	FALSE
"ENSMUSG00000019194"	"OK"	"negbinomial.size"	1.08518239929151e-52	2.84062451579247e-51	"ENSMUSG00000019194"	"Scn1b"	"Scn1b"	"ENSMUSG00000019194"	12871	TRUE
"ENSMUSG00000036427"	"OK"	"negbinomial.size"	1.52375817695587e-62	4.69022403282365e-61	"ENSMUSG00000036427"	"Gpi1"	"Gpi1"	"ENSMUSG00000036427"	25402	TRUE
"ENSMUSG00000021217"	"OK"	"negbinomial.size"	1.67030086781099e-50	4.15574057766073e-49	"ENSMUSG00000021217"	"Tshz3"	"Tshz3"	"ENSMUSG00000021217"	1683	FALSE
"ENSMUSG00000004610"	"OK"	"negbinomial.size"	1.57857666610735e-133	1.25440467217459e-131	"ENSMUSG00000004610"	"Etfb"	"Etfb"	"ENSMUSG00000004610"	22623	TRUE
"ENSMUSG00000050708"	"OK"	"negbinomial.size"	4.90097440494433e-127	3.65228116540708e-125	"ENSMUSG00000050708"	"Ftl1"	"Ftl1"	"ENSMUSG00000050708"	27574	TRUE
"ENSMUSG00000003873"	"OK"	"negbinomial.size"	7.73199391684155e-66	2.56771439775708e-64	"ENSMUSG00000003873"	"Bax"	"Bax"	"ENSMUSG00000003873"	27477	FALSE
"ENSMUSG00000059070"	"OK"	"negbinomial.size"	1.21970002417764e-64	3.96593483853169e-63	"ENSMUSG00000059070"	"Rpl18"	"Rpl18"	"ENSMUSG00000059070"	27573	FALSE
"ENSMUSG00000063229"	"OK"	"negbinomial.size"	1.58506033656495e-123	1.11204120459455e-121	"ENSMUSG00000063229"	"Ldha"	"Ldha"	"ENSMUSG00000063229"	26982	TRUE
"ENSMUSG00000102252"	"OK"	"negbinomial.size"	2.98018914512771e-45	6.46468606342119e-44	"ENSMUSG00000102252"	"Snrpn"	"Snrpn"	"ENSMUSG00000102252"	20068	TRUE
"ENSMUSG00000030519"	"OK"	"negbinomial.size"	3.28170624182709e-36	5.7950764984645e-35	"ENSMUSG00000030519"	"Apba2"	"Apba2"	"ENSMUSG00000030519"	15576	FALSE
"ENSMUSG00000030605"	"OK"	"negbinomial.size"	4.37468377927709e-38	8.2488740753318e-37	"ENSMUSG00000030605"	"Mfge8"	"Mfge8"	"ENSMUSG00000030605"	19623	TRUE
"ENSMUSG00000039194"	"OK"	"negbinomial.size"	4.12244503548162e-76	1.62549573234497e-74	"ENSMUSG00000039194"	"Rlbp1"	"Rlbp1"	"ENSMUSG00000039194"	3098	TRUE
"ENSMUSG00000061787"	"OK"	"negbinomial.size"	4.92133259769296e-68	1.71093203591669e-66	"ENSMUSG00000061787"	"Rps17"	"Rps17"	"ENSMUSG00000061787"	27576	FALSE
"ENSMUSG00000030638"	"OK"	"negbinomial.size"	8.08260861156422e-45	1.73876559565073e-43	"ENSMUSG00000030638"	"Sh3gl3"	"Sh3gl3"	"ENSMUSG00000030638"	4283	TRUE
"ENSMUSG00000030560"	"OK"	"negbinomial.size"	5.52874067137724e-35	9.40066986426862e-34	"ENSMUSG00000030560"	"Ctsc"	"Ctsc"	"ENSMUSG00000030560"	15147	TRUE
"ENSMUSG00000051515"	"OK"	"negbinomial.size"	1.94603003498217e-46	4.3485534856309e-45	"ENSMUSG00000051515"	"Fam181b"	"Fam181b"	"ENSMUSG00000051515"	25774	TRUE
"ENSMUSG00000030647"	"OK"	"negbinomial.size"	5.36271055392766e-140	4.5641648566898e-138	"ENSMUSG00000030647"	"Ndufc2"	"Ndufc2"	"ENSMUSG00000030647"	27513	TRUE
